estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_visita,nota,titulo,conteudo,origem,latitude,longitude,idioma
Playa El Carabassi - Elche,8399005,atracao-review,454pascualm,2016-07-01,2016-06-03,5.0,magnifica playa,"El carabasi, es una playa, que esta situada a 10 kms, de Elche, pertenece a este municipio, es una playa verdaderamente paradisiaca, de arena blanca y aguas limpias.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,porta52,2016-06-28,2015-08-03,4.0,PLAYA PARA DISFRUTARLA ENTRE SEMANA.,"me gusta porque hay algunas playitas que son tranquilas y sobre todo porque el agua
está espectacular.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Mabel_78,2016-06-28,2016-06-03,5.0,El paraíso de Elche,"Esta playa es limpia, con sus aguas cristalinas y rodeada de dunas. Un lugar tranquilo donde poder descansar y disfrutar de un fantástico día de playa","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,FlordelotoElche,2016-06-27,2016-05-03,5.0,Playa limpia y en libertad,"De las mejores playas que nos rodean. Limpieza, tranquilidad, según la época del año claro está. Llena de dunas y agua clarísima. Un paraiso. Siempre digo playa salvaje, porque es mar abierto y según esté el viento, así está, calmada o brava. Libertad total estando en ella. Zona nudista para quién lo quiera. Un tesoro cerca de todos.",Elche,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,palomag573,2016-06-02,2016-06-03,5.0,Libertad,"Playa con una buena limpieza, permite estar en libertad,en b¡verano un poco masificada, hay que ir pronto porque el aparcamiento se llena","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,935pazs,2016-05-12,2016-04-03,5.0,La mejor Playa,"Aunque en verano se masifica mucho,mejor disfrutar de ella en otras temporadas es la mejor playa de la zona para mi.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Pablote9,2016-05-11,2016-05-03,5.0,La mejor playa de la zona.,"Para mí es la mejor playa de arena donde he estado nunca, en concreto el sector nudista, mucho más salvaje y con muchísimas dunas. Espectacular el buceo al final de la playa, donde existe un pequeño saliente que separa la playa de las calas del Cabo de Santa Pola.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Tinadvaisor,2016-05-09,2016-05-03,5.0,De mis playas favoritas.,"Es la playa a la que voy la gran mayoría de las veces. He estado por muchas playas de España y eso me ha hecho valorar aún más la playa del Carabassí, por su arena blanca y sedosa y por tener un agua limpia. Da gusto bañarse y no mancharte con tierra fangosa, ni rozarte con rocas ni algas.",España,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,MarianoT686,2016-05-04,2015-08-03,5.0,"En verano, no te lo pierdas. Báñate de noche a la luz de la luna",Playa muy predecible y segura. Uusalmente con bandera azul. Aguas transparentes ideales para bañarse a cualquier hora del día o de la noche.,Elche,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,fran20578,2016-05-04,2016-04-03,4.0,MAGNIFICA PLAYA ILICITANA!!,"Si estas por la zona es imprescindible visitarla y pasear por su arena, es impresionante porder estar en esta playa y disfrutar de sus aguas y sus vistas de todo el litoral, en un día despejado se puede observar en el Horizonte hasta el PEÑON DE IFACH!!
MUY, MUY RECOMENDABLE!!","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,homerr2016,2016-04-14,2015-07-03,5.0,Impresionante. ,"Si tienes pensado ir a la costa del sol .. Te recomiendo cualquiera entre torrevieja y Altea.. Si vas con niños .. Te recomiendo arenales del sol o Santa pola.. Así podrás disfrutar de playas buenas con tus hijos y no renunciar a sentirte libre sin ellos.. Urbanova y playa carabassi amplias , limpias y sin masificar , ojo trozos de playa libre , respeta y serás respetado.","Barcelona, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,franciscom431,2016-03-30,2015-09-03,5.0,La mejor playa de Elche (para mi),"No suelo utilizar este apelativo en las opiniones, porque cuando algo lo calificas como lo mejor, lo más probable es que te equivoques, pues no sabes lo que te queda por ver. Pero entre las playas de Elche, hay mucha diferencia entre el Carabassi y el resto, quizás por la combinación de la calidad del agua, el entorno natural y el microclima que se crea en esta zona. En verano se masifica más de la cuenta, pero no tanto como otras playas más urbanizadas, de todos modos no olvidemos que esto es el levante y aquí en verano hay mucha gente en todos sitios...","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,F1052AKdavidl,2016-03-27,2016-02-03,5.0,Fuera de aglomeraciones. Relax total,"Una playa situada en la zona de la pedania de Arenales del Sol, en Elche, muy cerca del aeropuerto, una playa donde pasear tranquilamente, tomar el sol y relajarte de otras playas como Torrevieja o Alicante, fácil aparcamiento (aunque en verano te tocara no llegar demasiado tarde).","Madrid, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,judolpu,2016-03-18,2016-02-03,5.0,mejor playa de Alicante,"Grande, con kms de extensión, cuidada, aguas cristalinas y con pececillos; una delicia de playa.
En verano hay un par de chiringuitos donde tomar algo.
Y playa nudista para quien quiera esta experiencia.","Madrid, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,FelixS722,2016-02-17,2015-09-03,4.0,BONITO PAISAJE NATURAL,"Desde Santa Pola `por la costa hasta Alicante llegas a esta playa natural, es una delicia, poca gente, no ha sido agredida por la construcción y mantiene el encanto de lo natural, recomiendo visitar y disfrutar de esta playa.",Valencia,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,oropelElche,2016-02-09,2015-08-03,5.0,Todo un paraiso,"Playa maravillosa de fina arena , con aguas trasparente, un paseo por su orilla es de lo más apetecible, y tomar el sol en la zona de amacas y sombrillas totalmente recomendable. Nosotros tenemos apartamento en Santa Pola pero siempre vamos álgun día del verano para disfrutar de sus playas, lo que mucha gente ignora es que pertenece al municipio de ELCHE, que dicho sea de paso no debeis dejar de visitar si estaís por la zona",elche,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,martinezrocamora,2016-02-09,2016-02-03,5.0,"Naturaleza, pinos y dunas","Disfrutar de esta playa es un regalo. Una playa rodeada de pinos y dunas, a la que se accede a través de una cómoda pasarela de madera (para respetar el entorno natural). Sin edificaciones sobre ella y con servicios para todas las edades. El inconveniente es que se masifica los fines de semana y el aparcamiento es complicado en estos días. Es ideal tanto para ir con niños como en familia o amigos. Recomiendo saborear este entorno por la tarde cuando el sol empieza a caer, el agua es cristalina, la arena es dorada y a esas horas no está tan masificada. Junio y Septiembre lo mejores meses para disfrutar del encanto de esta playa única de la costa alicantina.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,christianmN1665FZ,2016-02-04,2016-02-03,5.0,LA MEJOR PLAYA DE ALICANTE,"Siempre voy a estar playa y es para mi la mejor que ahi en alicante, gran alicante, es preciosa, siempre alquilamos casa por airbnb cerca de esta es unica y paradisiaca, tiene una zona para llevar a perros. SE PERMITEN PERROS. Tambien Añadir que hay chiringuitos y baratos",412 aportes,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,bobotiti,2016-01-31,2015-08-03,5.0,La mejor playa de Elche y alrededores,Playa virgen sin construcciones en los alrededores. Ideal para ir en familia y para los amantes del kite surf ya que a menudo hace un poco de viento para esa práctica.,"Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,marianot195,2016-01-30,2015-08-03,4.0,"arena fina, tranquilidad mediterránea","es playa reconfortante para gente sin complejos con aguas transparentes, cristalinas ideal para bañarse a cualquier hora del día aunque lo recomendable es a las 10 h, con agua a la barbilla te ves la punta del dedo gordo.
Saber que es playa nudista
puedes pasear un buen rato y luego un baño

También por la noche en verano hay barracas y música alegre, con climatología ideal se pasa el tiempo y no lo notas
A disfrutar","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,karlosabril,2016-01-07,2015-10-03,5.0,de las mejores,"Sin lugar a dudas de las mejores playas de la zona, excepto en el mes de agosto en el resto del año no hay problemas para acceder porque la playa es muy amplia, os recomiendo especialmente ir a la zona nudistas ya que es la que menos gente hay.","Pozuelo de Alarcón, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Saber_Estar,2016-01-05,2015-08-03,5.0,Playa y toalla,Una de las mejores playas de la provincia de Alicante. Si os gusta el ambiente semi-salvaje combinado con todas las infraestructuras y servicios disponibles para pasar un gran día de playa.,"Provincia de Alicante, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,rennattorco,2015-12-15,2015-09-03,5.0,De las mejores playas de la zona,"Una playa mixta, muy accessible, limpia y perfecta para todo tipo de publico.
Lo unico dificil en verano es aparcar pero creo que como en todas las playas",22 aportes,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Estrelaselimons,2015-11-09,2015-09-03,4.0,La mejor playa entre Benidorm y Cartagena,"Probablemente porque buscamos playas no urbanas, donde te puedas olvidar del día a día y de la ciudad: lo tiene! Dificil aparcar en verano, pero sin duda es la mejor opción en Mayo, Junio y Septiembre.","Madrid, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,181martar,2015-10-15,2015-09-03,4.0,De las mejores,Esta playa según te vas acercando la imagen te traslada a la típica postal de ambiente paradisiaco en la que te gustaría estar.,"Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,mdolorespadilla,2015-09-17,2015-09-03,4.0,maravillasa,"una playa,para disfrutar al maximo de su arena y sus chiringuitos.Rodeados de dunas y pasarelas para un comodo paseo.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,guillermorZ401XE,2015-09-15,2015-07-03,3.0,Incómoda,"Es una playa bastante incómoda, la única zona no saturada es la de la roca. Lo del espacio nudista no está muy definido y sin duda no es respetado. Seguramente es de las pocas playas de la zona que no tienen edificios a los pies de la arena pero tampoco la encuentro paradisiaca","Valencia, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,rubenbisbal,2015-09-13,2015-08-03,5.0,Mejor playa,"De las mejores playas que tenemos por la zona, libre de casas y edificios, te traslada a una playa paradisiaca. Te traslada a un lugar con encanto en el que olvidarte de todo y de todos. Es una playa libre y hay una zona en la que te puedes encontrar a nudistas, pero es muy grande y no necesariamente tienes que estar en esa zona.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,casamarin,2015-09-11,2015-08-03,5.0,Salvaje,"Playa amplia, limpia, agua transparente, cuidada. Estás al lado de la civilización pero parece que estás en medio de nada salvo que te des la vuelta y veas las edificaciones que hay en la montaña. En mi opinión, de las mejores playas de esta zona.","Vilafamés, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Julymed08,2015-09-11,2015-08-03,5.0,Playa accesible,"Excelente playa para compartir en familia, servicio de parking, alquiler de tumbonas y cafetería muy cerca.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,antono1978,2015-09-10,2015-09-03,5.0,Magnifica,Estupenda playa de arena fina y dunas. Muy cerca de Santa Pola. Dispone de una zona libre nudista fantástica. También para ir cuando no hace soleado dado que las dunas sirven de abrigo.,Madrid,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,AlicanteVicente,2015-09-09,2015-08-03,5.0,Playas de dunas,"Estupenda playa , si quieres ir a una playa virgen, esta es la tuya, rodeada de dunas es muy tranquila exceptuando los días de Agosto en fines de semana","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,mariagF1233UY,2015-09-08,2015-07-03,4.0,De lo mejor de la zona,"Una de las mejores playas de Elche. Playa libre, cada uno hace lo que guste. Agua cristalina nada urbanizado.","Madrid, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Dani1064230,2015-09-06,2015-08-03,4.0,Excelente playa,"Una de las mejores playas de GRAN ALACANT, SANTA POLA (no Elche). Casi siempre el agua está muy transparente y tranquila, además se puede aparcar con facilidad.","Copenhague, Dinamarca",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Maita50,2015-09-01,2015-08-03,5.0,Excelente playa,"Una de las mejores playas de Elche, es la continuación de la playa de arenales del sol. Playa libre, pero también hay personas que no practican nudismo, ya que es una playa muy tranquila de aguas cristalinas.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Carbonell,2015-08-30,2015-08-03,4.0,Nudista muy buena...,"Acostumbrado a que nos dejen las peores playas a los nudistas, esta es de las mejores que te puedes encontrar en la zona costera de la península.

De arena fina, agua limpia y oleaje moderado, sin ningún tipo de servicios más allá de agua para los pies, es una buena opción. No hay sombra de ningún tipo.

A ratos pasan vendiendo bebidas vendedores ambulantes, recomiendo llevar todo desde casa.

Para llegar hasta la zona nudista hay que recorrer una larga pasarela que se mete hacia la izquierda pero vale la pena.","Madrid, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,lar0sablanca,2015-08-27,2015-08-03,4.0,Playa alejada y con dunas,Playa ideal para ir con unas buenas olas para los niños el problema es aparcar ya que es casi imposible y el coche lo dejas muy lejos de la playa hay algunos chiringuitos especialmente recomendable el de la entrada te hacen unos preparados de fruta fresca desde luego no es indicada la playa para llevar la nevera v por lo lejos que dejas el coche pero a cambio disfrutas del agua cristalina,"Alcorcón, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,934irenea,2015-08-26,2015-08-03,5.0,Casi paradisiaca,"Para acceder a ella hay que andar un poco, la arena es fina y hay pequeñas dunas, hay una parte que se permite la práctica nudista, no vimos nada de eso, disponen de servicio de hamacas y chiringuitos.","Calpe, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,davorden,2015-08-23,2015-08-03,3.0,Normal,"A favor, temperatura del agua, arena fina, las dunas que atraviesan las pasarelas. En contra, sin duchas, muy estrecha y masificada, y si hace gala de playa virgen, los chiringos a pie de playa no pintan nada. De la comunidad valenciana bien, pero comparada con Cádiz, Almería o Santander es una mas.",15 aportes,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,javierElche,2015-08-20,2015-07-03,5.0,No hace falta irse al Caribe,"Playa de dunas africanas, sin edificaciones, sin coches (se ha de dejar a una buena tiradita, no jugar que la grua no perdona) y con un mar de otros tiempos. Llevar nevera y ganas de playa",elche,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,11917,2015-08-12,2015-06-03,4.0,EXCELENTE PLAYA PARA DISFRUTAR,"Se trata de una excelente playa, con bastante espacio en la arena para colocarse. Parte de ella es nudista, la zona que linda con la playa de Santa Pola. SE PUEDE ACCEDER A ELLA A TRAVÉS DE DOS AMPLIAS PASARELAS DE MADERA","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,ArturoCifuentes,2015-08-04,2015-07-03,5.0,"Calas, arena y rocas","El único pedacito de costa sin urbanizar en bastantes kilómetros de costa. Agua limpia, Tabarca al frente...","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Dianaelx,2015-07-22,2015-07-03,5.0,fin de semana,"magnífica playa de la zona, natural, aunque un poco masificada últimamente con tanta actividad, pero aún así, es la mejor de la zona. Preciosas vistas, precioso paraje, aguas cristalinas....No te arrepentirás.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,a30susana,2015-07-15,2015-06-03,5.0,Genial,"Playa tranquila, con muchos chiringuitos donde tomarte algo, ideal igual que todas las playas de arenales.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,GdosElx,2015-07-14,2014-08-03,5.0,Fantástica playa natural,"Fantástica playa alejada de edificios, con extensas dunas y aguas cristalinas si las condiciones del mar son buenas. Muy recomendable tanto en su zona libre como en su zona vestida","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,indef,indef,indef,indef,indef,indef,indef,38.24039077758789,-0.5147629976272583,de
Playa El Carabassi - Elche,8399005,atracao-review,minieste,2015-06-30,2015-06-03,4.0,Playa más o menos tranquila cerca de Alicante,"No es una playa paradisíaca, pero para encontrarse en el Levante y cerca de Santa Pola, se puede considerar de las más tranquilas. Tiene una zona más Playa Benidorm si te diriges a la zona Norte, pero yo me refiero a la zona Sur. Es zona en teoría nudista, pero por mi experiencia eso se reduce a los momentos más tranquilos. En fin de semana está llena de textiles. Además, tiene zonas para aparcar, aunque luego hay que atravesar un camino de Dunas muy salvaje (se cruza muy fácil, aunque la arena quema mucho!)

Como dato, un fin de semana de Junio, llegando a las 12.30/13, ,se puede poner la toalla en primera línea, y hay zonas aún sin toallas de la gente!

Lo único negativo (si es que eso es negativo, porque seguramente ese sea uno de los motivos por los que es más tranquila) es que esta zona Sur de la playa, más cerca de Santa Pola, no tiene algunos servicios como duchas, bares o accesos habilitados","París, Francia",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,LynnP1276,indef,2016-07-03,5.0,Hermosa playa,"Una caminata para llegar a la playa, pero es una playa preciosa con un montón de pequeños bares para tomar refrescos. Muy limpio y con acceso a la playa es a través de pasarelas. Arena hace demasiado calor para caminar descalzo en el verano, pero eso es el mismo en cualquier playa. Hay algo de entretenimiento nocturno en uno de los bares en la playa en los meses de verano.","Elche, España",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Busybee987,indef,2016-10-03,4.0,Caminata del aparcamiento pero gran,"Gran aparcamiento gratuito. Un paseo por las tablas de la playa que está muy caliente en el camino de vuelta. La playa estaba limpia y ordenada. Mar era un poco mal, pero fue un poco de brisa, y fue empinada en la orilla, aunque era poco profunda para las edades una vez arrasada. La comida hut era buena y no es caro. No tienen camas, así que no sé cuánto eran","Tamworth, UK",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,davidseant,indef,2016-09-03,5.0,Gran playa,"Visitamos esta playa casi cada día en nuestras recientes vacaciones, difícil de criticar, la verdad. Tiene agua clara tibia, limpia suave arena, agua y actividades bares de playa a un precio razonable, el Blue Monkey era nuestro favorito, alquiler de hamacas y sombrillas con un bloqueo de seguridad seguridad y wifi disponible. Hay una zona naturista en el extremo sur de la playa, que tiene una mezcla de hombres solteros (principalmente mujeres) pero algunas familias y parejas algunos con trajes en algunas, y todo el mundo feliz sin compartir la playa juntos.",13 aportes,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,MarcoRojo,indef,2016-08-03,4.0,Playa bonita!,"Es fácil aparcar, la arena de la playa, hermosas y seguras para los niños.
Hay una zona nudista en esta playa.
Bares de playa bonita.",Portugal,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,rhoadesey,indef,2016-08-03,5.0,Fantástica playa familiar,Pasamos un tiempo fabuloso con la familia aquí. Está limpio y bien cuidado. Un montón de tumbonas y hay guardias en la mano. Un par de bares para ordenar que el hambre o sed.,"Rugby, UK",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,rebeccabC4400OG,indef,2015-08-03,5.0,Fantástica playa.,"He visitado muchas veces a lo largo de los años, la playa es muy limpia, de fácil acceso y dispone de aparcamiento. Es más tranquila fuera de temporada y durante la semana. En verano es más concurrido, pero hay mucho que hacer para familias con niños.",46 aportes,38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,K1659GOkarene,indef,2015-08-03,5.0,Hermosa playa en Gran Alacant,"Es una hermosa playa situada en Gran Alacant. La playa se puede acceder por una serie de pasarelas en la reserva natural donde vimos lagartos y hermosas flores silvestres. El aparcamiento es fácil, aunque siempre está lleno. Utilizamos Boardwalk 3 cerca de la rotonda, ya que está cerca de un muy agradable restaurante/bar en la playa, la cual tiene una buena selección de camas de varios precios, brolleys, armarios con cerradura en cada juego de camas y baños. El servicio de camarero para las tumbonas para comida y bebidas si queríamos. La playa y el agua está limpia. Agua grifos para lavarse están disponibles y se vacían los wastebins regularmente. Los vendedores de la playa habitual, pero sólo tuvimos que decir no, gracias y nos dejaron directamente, aunque la sandía y piña fresca eran bienvenidos. Hay una gran variedad de actividades acuáticas para ofrecer si queríamos.","Epsom, UK",38.24039077758789,-0.5147629976272583,es
Playa El Carabassi - Elche,8399005,atracao-review,Robert_LRR,2020-08-24,2020-08-03,5.0,Loved the Blue Monkey.,"Had a couple of Aperol Spritz in the Blue Monkey Bar, so chilled, Mexican music playing 👌.
Beach was clean, lovely soft sand and comfortable beds.","Harrogate, UK",38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,Bill5272013,2020-03-11,2020-03-03,5.0,Great natural beach,Great beach to get away from it all as you can always find a quiet spot. The only problem can be the wind but if you find a sheltered spot you'll be fine. The further you walk the quieter but there are no facilities and at the far end you will find the odd nudist. It takes about 40 mins to walk from Arenales along the promenade then down the walkway and on to the beach. The no3 bus will take you part of the way,"Aberdeen, UK",38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,476svendaagem,2019-12-01,2019-10-03,5.0,One og the best beaches in Spain,"Sand and Sea. This is one of the best beaches in Spain. In the summer season you will find some barn, and places to rent Beach beds, shades and toys to play with in the sea. But bevare - in the summer it will be hard to find a padling space - so use the bus. Year around this is the perfect Beach for a long walk in the sand. Waves can be tough when the wind is right/wrong. But all - beaches in spain are not made better than this.","Asker, Norway",38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,30statesJo,2019-11-05,2019-10-03,4.0,Lovely clean beach,"You have to cross over the sand dunes, which are now protected by wooden walkways, to access the beach. Beautiful, clean beach. Clear sea. Nice gentle slopes so ideal for families. Beach bar on the beach and another up on the road. There was plenty of free car parking when we visited in October. Great for families - just be aware that if you keep walking along the shore (towards Santa Pola) you will come across a nudist beach.","London, UK",38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,Pdahls,2019-10-09,2019-09-03,5.0,Awesome,This beach is truely awesome. The easy walking access and many bridges to the beach is perfect. The sand is very nice and cleaned every morning. The water is really nice and the beach is very kid friendly,"Silkeborg, Denmark",38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,Driffield2019,2019-10-07,2019-08-03,5.0,"Nice clean, safe beach","An attractive beach with a nice backdrop of the cliffs and sand dunes. A decent bar, ,the blue monkey’ reasonably priced if that’s what you want with music and sun beds under parasols to hire. The beach slopes gently but there are hidden rocks the further south you go towards a rocky outcrop, good for snorkelling when calm but be careful when it isn’t! Mixed clothed and nudist towards the southern end, not publicised but most people know this and nobody cares really, plenty of families, groups, couples. Been going to this beach for years and can not recall any bad or inappropriate behaviour and it can get very busy. It is a long walk along raised wooden walk ways but worth the effort. If you drive, there is an awkward junction which can get very busy at peak leaving times, weekend's and national holidays.",5 contributions,38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,lucietheexplorer,2019-10-05,2019-08-03,4.0,Nice beach,"The beach is clean and nice, you can buy here drinks and food if you want to. The thing I don’t like is that the are no toilets nearby, and in the summer there is not lots of space for park your car.","Gran Alacant, Spain",38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,rjroeloffzen,2019-09-20,2019-08-03,4.0,Beautiful and quiet beach,"We had friends and wanted to go to the beach and relax/cool down.
There is a small parking nearby and after parking the car it is a short walk to the beach.
The beach is a mix of sand and some dunes and it was easy to find a quiet spot.

I can recommend this place for spending some time to relax, not all day.","Hondon de los Frailes, Spain",38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,makemeacupoftea,2019-09-02,2019-08-03,3.0,Special needs no go,"I am reviewing this from a special needs perspective, if you are able bodied this beach would be ideal, however if you have any mobility or sensory(asd) issues it is not suitable as the boardwalk from the road to the beach is pretty precarious. Wheelchair users would find it almost impossible to use, which is a pity as it truly is a lovely beach, once you get there, but be aware sand and boardwalk hot as hell in august so shoes/sandals are a must. we went 3 mins down the road in a taxi to los adrenal beach where there were disabled facilities and the beach was just as nice","Dublin, Ireland",38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,emcrisostomo,2019-08-25,2019-08-03,5.0,Very beautiful beach in the middle of nature,"We were pleasantly surprised when we arrived here. It looks more like southern Spain than Costa Blanca. El Carabassi is the southern part of a longer beach, which elongates many kilometers from Alicante. A blue flagged beach with golden sand and clear waters, where you can choose whether you'd rather stay closer to urbanizations with their promenades and services, a bit more isolated but close to a bar with Balinese beds, or completed isolated in a naturist-friendly location.

The beach, beautiful in its own right, is located in a wonderful location: at the foot of a steep, stony hill, and in the middle of a system of dunes which make you feel like you're in the middle of a desert, far from civilization. Instead, you're very close to Alicante and just ten minutes away from its airport.

Both if you're staying in a nearby urbanization, or if you come here by car, El Carabassi is a must see. It has become my favourite Costa Blanca beach when I'm reasonably close to Alicante.

If you come by car, there's a parking and a boarded pathway (around half km from the parking to the shore) from where you can admire the sandy dunes, and perhaps some animal. Even in August, it's not difficult to park close to the beach. If the main parking if full, you can try closer to the urbanization and then walk alongside the shore.

The beach is family friendly, and you can wash sand off your body with the foot showers located closed to the pathways. The beach has a moderate surf which is nice and generally safe for kids, since the sea is shallow and the bottom is not steep.","Madrid, Spain",38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,Elguiridealcoi,2019-06-05,2019-06-03,4.0,I love the blue monkey,Great place to sunbathe and relax. the blue monkey serves food and drinks all day long and there is a place to do watersports and other activities.,11 contributions,38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,00glenn,2019-02-28,2019-02-03,5.0,Dunes blew me away,"Towering dunes, tidal pools, gently rolling waves, sunshine, what more could a person want? A great destination just 20 minutes but lifetimes away from the airport, this long sandy beach and clear waters offer somewhat more wild nature than many other Costa Blanca beaches, wonderful as they are.","L'Alfas del Pi, Spain",38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,28janinew,2018-10-02,2018-09-03,5.0,"Sun, sand and a nice cold beer...!!","Spent a couple of days here this trip. Very clean, usually can get a sunbed and a nice cold beer! What better way to waste a day than in the sun with a comfortable Sun lounger??!?","Shropshire, UK",38.24039077758789,-0.5147629976272583,en
Playa El Carabassi - Elche,8399005,atracao-review,LorraineO4,2018-09-16,2018-08-03,4.0,A day at the beach!,"We really enjoyed our day here ! Lovely long clean beach! We swam and enjoyed the sun,then as evening drew in we walked to a nearby urbanization where we dined in spend our at one of several restaurants ,just of Avenida de Carabassi! As this beach is only one hour from our inland home:it is destined to become our favorite! It is only 7 mins from Alicante airport making it a wonderful holiday destiantion ,without the long transfers associated with Benidorm and Torrevieja!","Murcia, Spain",38.24039077758789,-0.5147629976272583,en
