estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_estadia,nota,titulo,conteudo,tipo_viagem,origem,latitude,longitude
"Hotel Huerto Del Cura",248967,hotel-review,maurod41,2016-09-01,2016-04-01,4.0,"Un oasis de paz entre palmeras","Fantástico hotel para relajarse y descansar, excelente trato para convenciones y reuniones de negocios.
El sonido de los pájaros por la mañana es algo maravilloso.
Me ha gustado mucho la manera de repartir las habitaciones en multitud de casitas pequeñas y muy discretas.
Un poco caro",indef,indef,38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,fer121072,2016-09-01,2016-09-01,3.0,"Vacacional ","Hotel en medio de un palmeral con estructura de bungalows. La piscina es correcta y el personal amable. Aun así me hospedé por motivos de negocios y aunque el wifi es bueno no es para hospedarse por trabajo, ya que el ambiente es vacacional y si te toca una habitacion lejos de recepcion resulta incòmodo.",Viajó por negocios,"A Coruña, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,elenaurtxintxa,2016-09-01,2016-09-01,3.0,"Correcto","El conjunto tiene un estilo a Parador Nacional. El jardín es chulo, con una gran piscina aunque hay poco espacio para estar tumbado.
La habitación correcta, tiene un armario antiguo donde está la TV, yo lo quitaría y pondría la TV colgando de la pared. El mueble ocupa mucho y en su lugar estaría bien una mesita para poder trabajar, cosa que he echado en falta.
El desayuno estupendo, tanto por los productos como por el lugar.
No me gustó: Al llegar a la habitación encuentras una botella de agua (sin refrigerar) que parece de cortesía, pero luego te la cobran. Una trampa.",Viajó por negocios,"San Sebastián - Donostia, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Trotajoches,2016-09-01,2016-08-01,5.0,"Oasis de tranquilidad","Todo un acierto haber elegido este hotel durante nuestra estancia en Elche en el que se respira paz y tranquilidad.Tiene una ubicación privilegiada dentro del Palmeral de Elche, siendo un auténtico oasis. La construcción del hotel a modo de villas de planta baja se mezclan perfectamente con el entorno. Las habitaciones son limpias y amplias. Muy completas zonas comunes y una excelente cocina tanto en el desayuno como en la cena(pedazo arroz con costra). Personal atento. Sin lugar a dudas lo recomendamos. Como aspecto a mejorar podría tener transfer al aeropuerto que está a 12km.",Viajó con familia,"España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,landrasoft,2016-09-01,2016-08-01,4.0,"Sorprendente oasis","Nuestra estancia en este hotel fue por una celebración de aniversario. Escogimos una oferta que incluía habitación, cena, desayuno y parking. Lo que no indican en la página del hotel es que el alojamiento es en bungalows compartidos, en medio de una vegetación exhuberante. Las habitaciones son muy cómodas aunque algo anticuadas y necesitan ya algún tipo de mantenimiento o reforma... En cuanto a la cena, impresionante. Se componía de dos entrantes fríos y dos calientes a compartir, un primero para cada uno y un postre. Una presentación delicada y armoniosa completada con unos platos con una mezcla equilibrada de sabores.
Además, la cena la sirven en verano en el entorno de la piscina con luz tenue. En mi opinión todo un acierto. Para completar la estancia nos incluyeron el late check-out y, tras un abundante desayuno, aprovechamos la piscina antes de salir. Es muy probable que volvamos con nuestro hijo para pasar unos días de relax en este hotel.",Viajó en pareja,"A Coruña, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Elencaba,2016-09-01,2016-09-01,5.0,"Un lugar excepcional","Hemos estado el domingo pasado un grupo de amigos con niños de celebración y ha sido una experiencia maravillosa, la comida en un reservado, buenísima, con varias entradas y arroz como plato principal ( a banda y de verduras) muy sabroso y bien cocinado.
Un hotel muy amplio y limpio. La decoración del hotel muy acogedora, pero sencilla, haciendo cálidos los espacios grandes.
La piscina y el bar de la piscina hacen que te sientas en otro lugar, ya que está rodeada de gran vegetación de mucha altura que crea un clima casi tropical y más fresco que en el resto de la ciudad. Me ha sorprendido también gratamente los jardines de gran extension y preciosos, donde he visto que se celebraban bodas y comuniones.
En resumen, me parece un lugar muy especial, diferente a lo habitual de esta zona, donde realizar cualquier tipo de celebración. Enhorabuena",indef,"Alicante, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,luismislm,2016-08-01,2016-08-01,5.0,"De nuevo en el paraíso!!","Estuvimos el año pasado pero no pudimos aprovechar la piscina pues era invierno. Esta vez si que hemos podido aprovechar al máximo y sencillamente todo perfecto. Queríamos un viaje de relax y es justo lo que hemos tenido. Comimos y cenamos en el restaurante y nos ha sorprendido muy gratamente. Mención especial los tallarines de calamares y el arroz de ajetes habitas y atún...sencillamente 2 platos excelentes.
El año que viene repetimos 100%",Viajó en pareja,"Murcia, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Noarvaz,2016-08-01,2016-08-01,3.0,"Acorde al precio","Hemos pasado una semana de agosto, las habitaciones son correctas y las camas confortables. El trato del personal, en concreto la recepción, es muy agradable y eficiente. El restaurante es muy agradable y la comida muy correcta. Cosas a mejorar: el café y el zumo del desayuno; LA PISCINA: estaba muy llena y no deberían permitir que los huéspedes reservasen las hamacas ya que a las 9 de la mañana ya estaban los sitios reservados y nadie utilizándolos, durante todo el día estaban todas las hamacas con toallas y nadie usándolas. Hubo un día que unos extranjeros metieron un colchón hinchable como en un camping! Otro día guerra de pistolas de agua! Es una pena ya que estas cosas desmerecen el hotel.",Viajó con familia,"Barcelona, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Jonathan84diaz,2016-08-01,2016-08-01,4.0,"Recomendablw","Estuve pasando dos noches en el hotel, en una de las cabañas de los jardines y el sitio es espectacular. Rodeado de vegetación en medio de la ciudad, con piscina, un restaurante que todo lo que pedimos estaba buenísimo..., la atención muy buena también.
Después he estado en varias bodas y comuniones y todo lo que nos servían estaba buenísimo.",Viajó en pareja,"Elche, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,XeviB5,2016-08-01,2016-08-01,5.0,"BUNGALOWS","Hotel fuera de lo convencional, compuesto de pequeños bungalows que son las habitaciones en medio de un jardín de palmeras espectacular.
Muy cuidado, trato del personal amabilísimo y rápido, limpieza habitaciones impecable.
Tranquilo, relajante, único y en el centro de la ciudad (aunque no lo parezca cuando estás en el interior del recinto).
Y si prefieres playa...pues en 10' se llega.
Restaurante de calidad, tanto en la comida como en el servicio.",Viajó con familia,indef,38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,xibaib,2016-08-01,2016-08-01,5.0,"esplendida","Estuvimos tres dias en este magnifico hotel que ya habiamos visitado en otras ocasiones y sigue siendo el remanso de paz de siempre.Estas en la ciudad, son fiestas y no te enteras de nada,hay una tranquilidad maravillosa.Las habitaciones son comodas,limpias y agradables,el personal del hotel muy amable y hace que te sientas como en casa.La piscina una pasada,si no tienes toallas en el hotel te las prestan,una maravilla,sigo considerandolo uno de los mejores hoteles urbanos que conozco,han sido tres dias de descanso total.Genial.Un lujo a un buen precio",indef,"Valencia, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,812isabelmar_am,2016-08-01,2016-08-01,5.0,"Con vistas s la piscina ","Un buen lugar relajante con vistas a la piscina , todo esta buenísimo desde los entrantes , aperitivo , el plato principal , el postre etc ... Recomiendo este lugar una experiencia de texturas sabrosas . Un buen lugar para estar con la familia , amigos etc ...",Viajó con familia,indef,38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Seaside248088,2016-08-01,2016-08-01,4.0,"Recomendable","Lo mejor:el entorno (es muy bonito y relaja, no parece q estés en el centro de la ciudad),la ubicación del hotel, el restaurante(los postres riquísimos) y sobre todo el personal,son encantadores y hacen todo lo posible para q estés a gusto. Me llevo muy buen recuerdo de ellos.
A mejorar: la habitación. Nos tocó la 265 y la limpieza era muy tarde o no la hacían(estaba muy lejos),el mobiliario,en concreto nuestro sofá (daba pena verlo), y el olor y la humedad en paredes.
Cada habitación es diferente pero hay diferencia entre unas y otras. Si algo no os gusta o necesita arreglo decidlo en recepción.",Viajó con familia,indef,38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,viajeroo210,2016-08-01,2016-07-01,5.0,"Excelente","La verdad que fue todo una reconciliación con los hoteles ya que veníamos de una experiencia nefasta en el parador de Mojacar y ver el buen recibimiento de este establecimiento fue fantástico y reparador para nosotros.
Las instalaciones son sublimes muy limpias y una piscina de diez, la habitación amplia, limpia y con muy buen colchón, el personal muy amable y dispuesto, el hotel está muy cerca del centro de Elche llegas en un paseo, en definitiva todo lo que un viajero ocasional como mi familia y yo necesita para sentirse a gusto.
Dar las gracias al staff de este hotel ya que ellos aunque no lo sepan y con su amabilidad y buen trato hicieron que nos sintiéramos mucho mejor tras la mañana que habíamos llevado.",Viajó con familia,"Zaragoza, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,caroalonsohuurman,2016-08-01,2016-08-01,2.0,"Bonito por fuera","Si bien las instalaciones son muy bonitas, en especial el jardín con piscina, la calidad del servicio y el personal dejan bastante que desear. De las veces que he pedido servicio de habitación era yo quien tenía que llamar a recepción, que a la vez me redirigía a la cocina, y pedir que por favor vinieran a retirar la bandeja al ver que pasada la noche y todo el día siguiente nadie había sido capaz de retirarla (como os podéis imaginar estando llena de hormigas). El parking no está incluído, prefiero pagar más al hacer la reserva pero que lo esté, y no creer que lo está y que luego en recepción te digan que es a parte. Respecto a las instalaciones, si bien son bonitas, no me han resultado demasiado cómodas o funcionales, en especial las habitaciones. Ante todo, el desague de la ducha es pésimo. El plato de ducha se inundaba apenas abrías el grifo. El aire acondicionado era bipolar, o muy frío o mejor apagarlo. Por otro lado, las habitaciones son todas oscuras, desprovistas tanto de luz natural como artificial. La piscina, como he dicho anteriormente, muy bonita. Pero me recordaba más bien a una piscina comunitaria, llena de gente. Soy consciente de la época del año en la que fui (Agosto) pero en las fotos no hay un alma en la piscina y estaría bien que mostraran alguna foto que se asemeje un poco más a la realidad. El desayuno, regular.. cafe de máquina aguado, zumo de naranja de cartón, bollería industrial.. al menos contaba con una variada selección de quesos y fiambres. La comida del restaurante estaba muy bien, sin embargo, me pareció un poco caro para las raciones que servían. En fin, la experiencia no es que haya sido mala, pero creo que está lejos de ser un 4 estrellas.",Viajó en pareja,"Valencia, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,helenag803,2016-08-01,2016-08-01,3.0,"Bodas de plata","Hace un par de semanas celebramos las bodas de plata de un familiar.La comida estuvo hecha a la medida de no quedarte llena,en cuanto al servicio muy serviciales todos.Por último la localización del hotel y qué cuente con piscina.Un sitio especial al que ir",indef,"Elche, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,SalvaChafer,2016-08-01,2016-08-01,4.0,"Solo un pero...","... Han fallado con las almohadas. Son excesivamente altas, y he acabado con el cuello contracturado. Si hubiera habido otra almohada en la habitación se habría agradecido.
Por lo demás, camareros, personal recepción, socorrista, todo perfecto. Tema de limpieza, perfecto tanto en el exterior, como la habitación.
Habitación sencilla pero limpia. Instalaciones en muy buen estado.
Desayuno muy bueno y de calidad.
Comida buena.
Muy recomendable.",Viajó en pareja,"Burriana, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,toniCasss,2016-08-01,2016-06-01,4.0,"Muy chulo","Es un hotel muy bonito. Todas las habitaciones son bungalows, el hotel en si te hace transportate a Riviera Maya. La piscina es pequeña pero agradable. El servicio y la atención bastante bueno. El precio de las bebidas en la terraza son bastante asequibles. Como única pega le vi que está bastante destinado a bodas, el último dia solo se veísn invitados, no habia opción a cenar en la
Terraza porque estaban celebrando una boda. Se olvidaron un poco de los huéspedes; y eso que no es nada barato.",Viajó en pareja,"Comunidad Valenciana, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,criverop,2016-08-01,2016-07-01,4.0,"Muy bueno para bodas","Una boda excelente. La organización, la atención a los invitados, los alimentos, los vídeos familiares, los fuegos artificiales. Etc. Todo muy bien. Hotel rodeado de palmeras y otros árboles y plantas muy bonitas. Y piscina preciosa.",indef,"Santander, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,natabilbo,2016-08-01,2016-08-01,5.0,"Muy nien","Estuvimos de camino una noche en una Junior suite. Hotel precioso,acogedor,y con un restaurante realmente bueno.
Para destacar la amabilidad de los trabajadores,en especial de Carlos un señor que lleva trabajando allí toda su vida y nos explicó un poco de todo.
Una estancia realmente agradable para familias.",Viajó con familia,"Barcelona, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,553vanesam,2016-07-01,2016-07-01,3.0,"Muy mejorable. ","Nos quedamos una noche
Lo resumiría en pocas frases diciendo que el hotel, personal y principalmente el entorno con tanta naturaleza es excepcional. Te relajas y es precioso.
Sin embargo las habitaciones son pésimas. Las habitaciones que ya están reformadas no están mal. Algo sobrias a mi gusto y con camas algo pequeñas. Las habitaciones que ni están renovadas son lamentables. Todo viejo con moquetas en el suelo y paredes, con olor horroroso. Se tuvo que perfumar la habitación con colonia.
En ambas habitaciones muchos baños tienen las baldosas rotas y tuberías del radiador a la vista. Esquinas sucias.
Lo cierto es que el interior de habitaciones y el exterior de ellas son dos mundos distintos.
Nuestros amigos que tuvieron una habitación sin reformar pusieron una reclamación. Los olores no le dejaban dormir y tenían roto hasta el suelo.
Todo por el módico precio de 95 euros la noche.
Lo cierto es que el 4 estrellas lo mantiene X el entorno. Las habitaciones son de 3 o 2 estrellas.",indef,indef,38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Pedrorv1975,2016-07-01,2016-07-01,3.0,"Cosas por mejorar","Un hotel que podría aspirar a más pero que no cuida los detalles... Un entorno que no puede competir con nadie, en pleno palmeral de Elche. Una construcción buena buen aislante en habitaciones y calidades en sabanas y toallas. Piscina sin vigilancia ninguna (no sé si la legislación valenciana permite eso, pero un hotel de 4 estrellas no debería estar sin vigilante) platos bajo las tumbonas y piscina con fondos sucios. Comida pasable pero con falta de sabor. Zumo natural en el desayuno que parece sacado de los refrigerados de un centro comercial... Clientes que ponen en peligro a sus hijos y nadie del hotel hace nada... Detalles que hacen que la estancia no fuese lo buena que debería haber sido. Trató en recepción excelente.",Viajó en pareja,"Madrid, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Rufitus,2016-07-01,2016-07-01,3.0,"Impersonal","Un bonito hotel con apartamentos diseminados dentro de un jardín, tranquilo, se celebraron dos bodas esa noche y ni lo notamos, la atención en recepción deja un poco que desear, parece que la dirección sólo las alecciona para sacar el mayor rendimiento monetario, queda un poco cutre ver como cobran un banquete de boda en el mostrador de recepcion mientras a tú te estás registrando, te cobran por adelantado la reserva, etcétera......",Viajó con familia,"Región de Murcia, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,222pacom,2016-07-01,2016-06-01,5.0,"Precioso","El hotel es precioso, en lugar de ser un edificio son cabañas ubicadas en mitad del palmeral, el personal muy atento y siempre a nuestra disposición, tienen mesa de ping pong y un parque infantil donde llevar a los niños y la comida de los restaurantes estaba deliciosa.",Viajó con familia,indef,38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Kora5,2016-07-01,2015-08-01,4.0,"BUENA EXPERIENCIA!","Estuve alojada el año pasado durante un fin de semana y la experiencia fue muy satisfactoria en muchos aspectos aunque mejorable en otros.

El hotel en general esta muy bien, los jardines son preciosos y las instalaciones bastante aceptables.
Las habitaciones en realidad son casitas, que agrupan dos o tres habitaciones. Están bien, aunque sobre todo el baño y algunos detalles mas estaban bastante deteriorados ,desentonaban con el aspecto general del lugar y es una pena.

Es un sitio muy tranquilo aunque como se dedican principalmente a la celebración de eventos esa tranquilidad puede desparecer rápidamente sobre todo si te alojas en fin de semana. En nuestro caso así fue y que yo viera se celebraron allí en dos días que estuve una cena de empresa, un bautizo y una boda el sábado por la noche.

La restauración tengo que decir que es una pasada, fue una gran sorpresa ya que llevábamos pensión completa y era de menú servido en mesa...esa opción deja lugar a muchas dudas según el hotel, en este caso sin problema, mas bien al contrario esta todo de 10.
A ver, ellos allí tienen una carta impresionante con una gran variedad en todo tipo de platos, pero para los clientes alojados en Pensión completa o media pensión tienen una carta aparte que consta si no recuerdo mal de tres primeros, tres segundos y postre, bebida a pagar aparte y desayuno buffet muy bueno y completo también. Todo lo que probé allí estaba espectacular, no puedo mencionar nada en concreto porque todo me sorprendió gratamente.
Lo que fue una pena es lo de la boda del sábado, ya que el viernes nos pusieron las mesas de la cena alrededor de la piscina con un ambiente muy intimo y que disfrutamos mucho. Por lo visto es lo que suelen hacer por las noches ...cuando no hay bodas. El resto al comedor que esta muy bien, pero que no es lo mismo ni de lejos.
La zona de la piscina esta muy bien, con zonas de sombra y sol para que puedas elegir y acceso fácil a una barra para servirte los refrescos. Eso si, la piscina esta muy deteriorada ,se le nota que es muy antigua y necesita ya que le echen algo de dinero en reparaciones.
No puedo hablar de las inmediaciones del hotel ,si esta céntrico o no, porque no salimos de el. Después de cenar nos tomamos unas copas allí en la terraza de la piscina, el viernes tranquilamente y el sábado metidos de lleno en la boda viendo las idas y venidas de los invitados y como bailaban la pelusa o gritaban elviva los novios y que se besen, aunque tengo que decir que la decoración del hotel para estos casos esta muy bien logrado y le sacan mucho partido al entorno.

El descanso en las habitaciones fue muy bueno en todo momento, aunque mi habitación estaba justo al lado de la zona de la piscina no me molesto el ruido en ningún momento, ni siquiera el sábado con la boda.",Viajó en pareja,"Hellín, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,conrador812,2016-07-01,2016-06-01,5.0,"Un jardín idílico que te acoje","Palmeras exóticas, todos los servicios, lugar tranquilo, buena comida... Si te puedes permitir pasar un tiempo en este hotel: disfrútalo, vale la pena. Muy gracioso el aparato que limpia la piscina, el jardín interior y la caseta con plancha que está en el centro del jardín.
Sacarás unas fotos geniales.",indef,"Barcelona, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,RozzyOsbourne,2016-07-01,2016-07-01,5.0,"Un paraíso","El hotel es precioso en sí ya sólo por no ser el típico edificio. Son pequeños bungalows repartidos en medio del palmeral, las habitaciones súper limpias, olor súper agradable, cama comodísima, por poner alguna pega, pondría algún tipo de tendedero para los bikinis y toallas y un par de sillitas fuera del bungalow. Todo decorado con muy buen gusto...",Viajó en pareja,"Gandía, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,660gemar,2016-07-01,2016-06-01,4.0,"Espectacular","En un entorno excepcional,este hotel es perfecto para perderse unos días en el paraiso.Instalaciones de primera,las cabañas están ubicadas dentro de un gigantesco palmeral.La comida del restaurante fue suculenta y la atención en general de primera.",Viajó en pareja,indef,38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,oscargmiguel,2016-07-01,2016-05-01,4.0,"Hotel agradable","Pasamoa 5 días en este hotel y me pareció un buen hotel. Las habitaciones son pequeños bungalows situados en uno de los miles de palmerales que existe en esta ciudad. El desayuno tipo Buffet estaba bien y el personal muy amable.",Viajó con familia,"Lastres, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,andresp140,2016-07-01,2016-06-01,5.0,"Un oasis en medio del palmeral","Es un hotel singular. Esta dentro del palmeral de Elche. La decoración es moderna y de muy buen gusto, tiene salones muy amplios y abiertos al paisaje, la piscina es magnífica y lo más original es que las habitaciones on cabañas dispersas en medio del palmeral. Un pequeño paraíso.",indef,"Oleiros, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,ferranfs,2016-07-01,2016-07-01,4.0,"Buen hotel en un entorno excepcional","Hotel sorprendente en lo positivo: entorno excepcional en medio de un palmeral, mucho césped y mucha vegetación; la carta de la media pensión (e imagino de la pensión completa) la ofrece el restaurante Els Capellans (dentro del hotel), con 5 primeros, 5 segundos y 5 postres a elegir y que se cocinan tras pedir, con calidad excepcional y la que ofrecen al resto se visitantes del restaurante, buena presentación y suele haber un arroz de la zona (buenísimos) cada día; hotel muy tranquilo y donde se sale muy relajado gracias al césped y la gran piscina que hay.
Como punto negativo: en las habitaciones no estaría mal una renovación pese a ser muy confortable y se puede descansar bien, a los muebles y armarios ya se les nota el paso de los años.
Por lo demás todo acorde a un 4*: muy buena atención y predisposición del personal, desayuno completo con buenos productos, buena situación dentro de la ciudad, precio alto pero se compensa.
Lo recomiendo.",indef,indef,38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,19210623,2016-07-01,2016-07-01,2.0,"Bonito entorno,atención deficiente ","Se trata de un hotel a buen precio con entorno precioso, palmeras,vegetación exuberante, etc. Parece que estas en caribe. Habitaciones normales y buena comida de carta para cenar.buen desayuno con zumos naturales. Lo peor, llegamos a las 12.30 y nos dicen que esperemos una hora para entrar a la habitación, que la están limpiando. 2 horas después no está lista la habitación. Una pena",Viajó con familia,"madrid",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Tripgerencia,2016-06-01,2016-05-01,5.0,"UNICO EN EUROPA.","He estado muchas veces, este hotel es único por su paraje su palmeral y sus habitaciones que son lindas cabañas acondicionadas a la perfección!!! recomiendo que quien pueda vaya y pase un fin de semana, eso si, reserva con varios meses de antelación si no no encuentras habitación.",Viajó en pareja,"Elche, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Lila1977,2016-06-01,2016-06-01,5.0,"Tranquilidad, un oasis en el centro de la ciudad","Habitaciones amplias.
Jardines excelentes.
Cocina estupenda.
Amabilidad de todo el personal del hotel.
Tranquilidad.
Recomiendo sin duda una cena tranquila junto a la piscina, a la luz de las velas!!
A un paso del centro de la ciudad!!
Un lujo pasear por el hotel.",Viajó con familia,"Valencia",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Jmzabala,2016-06-01,2016-06-01,4.0,"Casi perfecto","Como siempre que vamos lo pasamos genial. La única pega que podría ponerle es que cuando tienen boda se centran más en ellos que el resto de huéspedes . A sopa prisa quieren que se abandone la piscina para dejar paso al aperitivo de la vida, y la zona chill out por la noche te cierra súper temprano . En ve de tener en la boda 10 camareros podrían dejar a 1 atendiendo fuera a sus demás huéspedes . En meses de julio y agosto otros años no nos pasó. Por lo demás genial.",Viajó con amigos,indef,38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,juant151,2016-06-01,2016-06-01,2.0,"Pésimas habitaciones en un buen entorno","El entorno es maravilloso pero las habitaciones son más propias de un hostal. Al menos la mía, que había reservado con mucha antelación: luego me dijeron que si hubiera protestado me habrían dado otra mejor. Así que ya saben lo que hay que hacer: protesten desde el principio.",indef,indef,38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,JLGracia,2016-06-01,2016-04-01,3.0,"Centrico con un entorno excepcional","Hotel bastante centrico, dentro de un marco excepcional.
Constituido por bungalows, un edificio central que integra recepción, cafeteria, restaurante, etc. Posibilidad de aparcamiento cubierto y descubierto dentro del propio recinto. (Precio no incluido en el coste de la habitacion)
Bonita piscina, limpia y bien atendida. Múltiple arbolado en su interior que ofrece una sensacion de frescor.
No obstante, a los bungalows ya se les nota el paso del tiempo, necesitarian algunas reformas, por ejemplo, la iluminacion, manifiestamente mejorable.",Viajó en pareja,"Alcalá de Henares, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Juanmapascual,2016-06-01,2016-06-01,3.0,"Un hotel en pleno palmeral","Hotel bien situado, personal muy amable y correcto, habitacion similar a bungalow, amplia y limpia con wifi gratis y tv muy pequeña, decoracion sencilla y funcional, lo mejor está fuera de las habitaciones, entorno casi tropical con piscina ( que debido a que está rodeada de arboles y plantas, suele tener hojarasca pero el agua está bien tratada)",indef,indef,38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,nachom79,2016-06-01,2015-09-01,3.0,"Buen ambiente alrededor del hotel","Es un hotel que se encuentra rodeado por mucha naturaleza y vegetación. Las habitaciones no están mal, pero necesitan un poco de actualización. En cuanto a la recepción, nos tocó una chica nueva y estuvimos mucho rato para hacer el check-in hasta que vino otra persona hacerlo. En cuanto a la cena está muy elaborada y muy buena.",Viajó en pareja,"Valencia, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Yurinka80,2016-05-01,2016-05-01,4.0,"Un lugar sorprendente en pleno palmeral de Elche","El Hotel Huerto del Cura de Elche sorprende desde el principio, sobre todo si no has oído nada sobre él antes. No es barato: del orden de los 100€ para empezar, pero como experiencia seguro que supera otros que pueden costar el doble. Así que si estás dispuesto a pagar ese dinero y quieres sorprenderte de verdad, como me ocurrió a mí, mejor no sigas leyendo y ve sin dudar, no te decepcionará.
Lo curioso del hotel -además de su localización, en pleno palmeral de Elche, pero a dos pasos del centro de la ciudad- es que al entrar te encuentras un edificio moderno, decorado con muchas plantas y buen gusto, aunque una construcción normal para esta clase de establecimientos. Es la recepción, con una planta más para los salones de celebraciones. Pero cuando te indican tu habitación, te dan un mapa donde aparece un jardín y distintos edificios aislados dentro, y ya te dices: éste no es un hotel normal.
Se trata de bungalows de entre cuatro y ocho habitaciones, invadidos literalmente por la vegetación. Una vez en esa zona, bien podrías estar en un hotel de la República Dominicana o Tailandia, porque no es fácil ver la diferencia. También hay piscina con bar.
Las habitaciones están bien, aunque pierden un poco respecto a la recepción y al jardín. El baño mejor, si bien en el nuestro olían un poco las cañerías, pero nada molesto.
Eso sí. Si vas pregunta si esa noche hay previstas celebraciones. Nosotros sufrimos una boda que se celebraba en los jardines y nos quejamos a recepción. A partir de las 12:00-12:30 de la noche ya apenas se oía, porque habían entrado a los salones interiores. Pero si tu objetivo es dormir más temprano, entonces puedes tener un problema. Como compensación nos invitaron al parking, que cuesta 13€ el día. Y nos dijeron que si reservábamos directamente con ellos (lo hicimos a través de otra web) avisarían de la coincidencia con celebraciones.",Viajó en pareja,"Murcia, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,696evamar_an,2016-05-01,2016-05-01,4.0,"Congreso","Un hotel precioso en medio de un palmeral.En el centro de la ciudad. Con piscina. El desayuno un poco flojo ( eché de menos huevos revueltos o tortilla) y los productos de amenité falta gel de ducha. Aparte de estos pequenas cosas, está estupendo. Las habitaciones inmaculadas. Hay wifi gratis.Y el personal maravilloso. Tienen unos tratamientos de belleza q están superbien.",indef,"Las Palmas de Gran Canaria, España",38.26325988769531,-0.6924059987068176
"Hotel Huerto Del Cura",248967,hotel-review,Myriamtxo,2016-05-01,2016-05-01,3.0,"Necesitan actualización las habitaciones","Hemos ido a este hotel en dos ocasiones por celebraciones familiares. La zona de recepcion, restaurante y los salones de eventos están decorados con gusto y recientemente renovados.
No pasa lo mismo con las habitaciones, que además de estar bastante anticuadas, tanto el mobiliario como las puertas y el look general no es especialmente acogedor. A pesar de ser bungalows, son muy oscuras, y la iluminación en el interior de las habitaciones es muy escasa.
El colchon es muy incomodo, y en la cama hay una única almohada doble que dificulta el descanso de una pareja (que no esté acostumbrada a tener una unica almohada a compartir),
Faltan espejos y falta poder climatizar la habitacion al gusto del huesped.
En general el hotel( fuera de las habitaciones) es agradable, por tanto la decepción cuando entras en tu habitación es bastante grande.
La relacion calidad-precio es mala.",Viajó en pareja,"Madrid, España",38.26325988769531,-0.6924059987068176
