estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_estadia,nota,titulo,conteudo,tipo_viagem,origem,idioma
Pousada Dona Carmita,4496676,hotel-review,herm_nios2017,2017-08-24,2017-08-24,5.0,Fim de Semana maravilhoso.,"Local muito agradável, e um atendimento maravilhoso. Vale a pena passar um tempinho em um lugar como este. A Pousada Dona Carmita é um lugar que recomendo a todos. Com certeza eu e minha família voltaremos lá em breve.",Viajou com a família,indef,pt
Pousada Dona Carmita,4496676,hotel-review,estefanniasilva,2017-08-24,2017-08-24,5.0,Escolha certa,"Uma excelente pousada. Lugar agradável e tranquilo. Fiquei super satisfeita com o excelente atendimento. Quartos super limpos, chuveiro quente, café da manhã perfeito; com várias opções e pão de queijo quentinho. Escolhemos o chalé 04 onde tivemos a vista perfeita da fonte iluminada a noite na lagoa. Tudo muito bom. Com certeza voltaremos.",Viajou em casal,"Belo Horizonte, MG",pt
Pousada Dona Carmita,4496676,hotel-review,Z6938FEgustavos,2017-08-24,2017-08-24,5.0,Lugar aconchegante e seguro,"Fiquei hospedado com minha família no chalé 13, lugar maravilhoso, aconchegante, seguro e bem espaçoso.
O banho erá quentinho, as camas macias e a vista para a natureza sensacional.
A pousada é um encanto só, cada detalhe nos faz sentir como se estivéssemos totalmente em sintonia com a natureza.
A segurança no local é muito boa! Excelente para quem tem crianças!
O café da manhã é simplesmente perfeito, tem uma variedade de bolos e pães cada um mais gostoso que o outro, sem contar no pão de queijo e ovos mexidos que são feitos na hora e levados ate nossa mesa.
Para quem vai visitar INHOTIM é um ótimo lugar, pois fica a menos de 4 km de distância e a estrada é de asfalto.

Recomendo a todos essa pousada incrível e aconchegante.",indef,indef,pt
Pousada Dona Carmita,4496676,hotel-review,BeLara987,2017-08-24,2017-08-24,5.0,maravilhoso ambiente !!!!!,"um lugar que passa paz e tranquilidade !
Recepção nota mil, conforto e silêncio garantem o nosso descanso !! ambiente acolhedor e muito agradável l .. recomendo que conhecam a pousada dona carmita!!😆😆",Viajou com a família,indef,pt
Pousada Dona Carmita,4496676,hotel-review,jessicacleite,2017-08-24,2017-08-24,5.0,Excelente!,"Ótimas instalações e um café da manhã maravilhoso, com muitas variedades, entre elas um bolo de banana delicioso! Não deixa nada a desejar.
Equipe super acolhedora e o lugar é muito bem cuidado. Vale muito a pena conhecer essa pousada.",Viajou com a família,indef,pt
Pousada Dona Carmita,4496676,hotel-review,ctrlkaique,2017-08-24,2017-07-24,4.0,Uma pousada muito agradável,"Uma pousada muito agradável, os quartos são chalés de estilo rústico, novos aparentemente, passei uma noite pois ia no Inhotim no outro dia, fica a uns 4KM de lá. O hotel não têm serviço de quarto, há um restaurante próximo, dentro do mesmo terreno porém só abre a partir das 19 horas.",Viajou em casal,"Divinópolis, MG",pt
Pousada Dona Carmita,4496676,hotel-review,drluizbrandao,2017-07-24,2017-07-24,4.0,Agradável !,"Em local agradável, próxima da cidade, com aspecto de fazenda. Limpo e organizado. O chalé 13 é espaçoso, com 3 quartos, acomodou bem minha família de 5 pessoas. Tudo muito limpo e com aspecto de bem cuidado. O isolamento térmico é um pouco precário, e no inverno fez frio dentro do chalé. Havia um vazamento de água no piso onde fica o vaso sanitário, e isso foi bastante incômodo. Café da manhã é bem servido. O atendimento na recepção poderia ser mais atencioso.",Viajou com a família,"Brasília, DF",pt
Pousada Dona Carmita,4496676,hotel-review,wiliamberto,2017-07-24,2017-07-24,3.0,Um pouco abaixo do que eu imaginava,"Fui comemorar o meu aniversário de casamento na pousada e reservei o chalé com Hidromassagem (Chalé 7). O plano era chegar na Sexta-feira e sair no domingo. Na sexta-feira, ao chegar, fui muito bem atendido pela recepcionista que prontamente me passou a chave do chalé. Inicialmente não foi nos falado nada. Chegamos no quarto e nos deparamos com uma organização meio confusa. Não encontramos os sabonetes e tivemos que pedir para trazer pois tínhamos que tomar banho. No que fomos ligar a banheira, o aquecimento era a gás, e a banheira não esquentava de jeito nenhum. Ligamos para a recepção e prontamente a mesma pessoa nos atendeu e foi até o nosso chalé para ver o que era. Constou que o sistema estava sem gás, e sendo assim eu solicitei que fosse pedido outro gás. A mesma pessoa foi até outro lugar e trouxe outro gás, porem o problema não se resolveu. Pedi a ela que chamasse alguem para resolver, pois havia pedido um quarto com hidro para ser usada, e a recepcionista me disse que não havia ninguem que poderia me ajudar. Perguntei se havia algum outro chalé para que pudéssemos trocar e tambem não havia esta disponibilidade.
Uma coisa que eu tenho que levantar é que não existe manutenção a noite e a recepção funciona até as 23:00, ou seja, se alguem passar mal, se acontecer algum acidente ou qualquer coisa parecida, não haverá quem possa ajudar.
No outro dia, nós saímos para passear e foi chamado a manutenção do aquecedor de água, e qual era o problema? GÁS. Estava sem gás novamente.
Outra observação a ser levantada é que poderíamos ter sido mais bem tratados por este problema que aconteceu, más no fechamento só foi falado que não iríamos pagar por diária com hidro, mas pagamos como comum e os outros dias com hidro. Tudo bem, achei correto, porem poderiam ter visto outro tipo de coisa a fazer, pois foi um pouco frustrante a experiência.
Nas fotos parece ser uma coisa e na real é outra completamente diferente.
Gostei do café da manhã que é feito numa área bem aconchegante.
Enfim, vale avaliar a questão de custo-benefício do local.",indef,"Belo Horizonte, MG",pt
Pousada Dona Carmita,4496676,hotel-review,marciag942,2017-07-24,2017-06-24,5.0,Charmosa,"Um charme de pousada! Destaque para os chalés do lago. Vc dorme com o barulho de água caindo. Sensacional! Quarto grande, cama grande e confortável, varanda em cima do lago. Relaxante demais. Vale ressaltar o carinho e atendimento de todo/as funcionários. No café da manhã então, pão de wueijo e ovo frito são levados a mesa e feitos na hora pra vc. Vale muito a pena. E para quem vai visitar Inhotim, ela é perfeita. Fica bem perto do parque.",Viajou em casal,indef,pt
Pousada Dona Carmita,4496676,hotel-review,_dalvaniralima,2017-07-24,2017-07-24,4.0,Era o que precisávamos.,"Pousada simples, mas opção muito boa para quem quer visitar Inhotim. Quarto limpo, café da manhã bem servido e muito bem localizado. O parque que fica a apenas 4 km de estrada asfaltada.Vale a pena conhecer o ateliê de cerâmica que fica ao lado da pousada.",Viajou em casal,Estado de São Paulo,pt
Pousada Dona Carmita,4496676,hotel-review,983isabelat,2017-07-24,2017-07-24,5.0,Pousada aconchegante ,A pousada é muito aconchegante e vale a pena ser visita nessa época de frio. Muito boa para quem quer descansar longe do barulho da cidade. Os quartos possuem aquecedor. O café da manhã é uma atração à parte com incontáveis opções.,Viajou com a família,"Belo Horizonte, MG",pt
Pousada Dona Carmita,4496676,hotel-review,elainer113,2017-07-24,2017-05-24,4.0,Inhotim e sossego,"A pousada é simples mas bem arrumada. A decoração dos chalés não é muito clean, mas a limpeza estava ok e o chuveiro era bom. Nosso chalé tinha banheira e era um pouco maior, mas existem alguns outros menores, mas charmosos por estarem sobre o lago.
O café da manhã era muito gostoso, com uma variedade enorme de pães e bolos e o pão de queijo é trazido quentinho na mesa, assim como os ovos.
Fomos bem atendidos e com certeza voltaremos com nossos filhos.",Viajou em casal,"São Paulo, SP",pt
Pousada Dona Carmita,4496676,hotel-review,miguelsR5980XD,2017-07-24,2017-06-24,5.0,Excelente ,"A Pousada Dona Carmita, tem uma excelente localização pra quem quer ficar em Brumadinho é visitar o Inhotim.
A roupa de cama de primeira qualidade. Café da manhã surpreendente, com muita variedade de bolos, pães e biscoitos.
Equipe preparada e muito profissional.
Em breve voltarei e recomendo.",indef,indef,pt
Pousada Dona Carmita,4496676,hotel-review,rafaelpL1601JS,2017-06-24,2017-06-24,5.0,Excelente,"Pela segunda vez, me hospedo aqui, a pousada fica na entrada da cidade, ideal para quem quer conhecer o Inhotim, quartos bem limpos, organizados e aconchegantes, funcionários educados e atenciosos, café-da-manhã farto e variado, lugar lindo, tem chalés no lago, pretendo voltar para conhece-los, wifi bom, serviço de quarto ótimo. Tranquilo e silencioso. Vale a pena conhecer. Excelente custo beneficio.",Viajou em casal,"Betim, MG",pt
Pousada Dona Carmita,4496676,hotel-review,danielrds,2017-06-24,2017-06-24,4.0,Almoço ,"Para almoçar em Brumadinho é ótima opção de self service com churrasco e excelente custo benefício. Churrasco bem feito, cachaça da casa e cafezinho de cortesia, bem ao estilo mineiro e cerveja artesanal da região de Belo Horizonte super gelada e com preço bom. Boa sobremesa regional com doces da região super bem feitos. Excelente opção para almoçar na cidade! Lugar de natureza agradável e com vista bonita.",Viajou com a família,"Belo Horizonte, MG",pt
Pousada Dona Carmita,4496676,hotel-review,V7138HFcarlap,2017-06-24,2017-05-24,5.0,Muito bom!,"Pousada limpa, ótimo atendimento. Chalés do Lago com ótima estrutura e um carinho imenso na decoração de rosas no quarto!
Recepcionista Paula, muito atenciosa.
O restaurante também é muito bom... ambiente bem familiar de bom gosto.
Espero voltar em breve...",Viajou em casal,indef,pt
Pousada Dona Carmita,4496676,hotel-review,zeca49,2017-05-24,2017-05-24,4.0,Boa mas pode melhorar ,Ficamos nos novos chalés ( sobre o lago ) e são realmente muito confortáveis. ..porém 2 aspectos precisam melhorar : o wifi é muito ruim / fraco e o chuveiro com aquecedor solar ainda não funciona a contento pois ou era fervendo ou gelado. O café da manhã excelente e a churrascaria anexa também muito boa.,Viajou em casal,"São Paulo, SP",pt
Pousada Dona Carmita,4496676,hotel-review,gracianorildo,2017-05-24,2017-05-24,5.0,DONA CARMITA EXCELENTE POUSADA,"execelente acomodoçoes,otima recepçao,higienizaçao,cafe da manha muitas variedades, funcinarios de primeirissima qualidade,otima localizaçao ao meio verde cheiro de relva.
ja fiquei nesta posada por 4 vezes efico todas as vezes em que eu for a brumadinho.",indef,"Santo Antônio do Amparo, MG",pt
Pousada Dona Carmita,4496676,hotel-review,6h_lidac,2017-05-24,2017-05-24,2.0,Cancelei minha reserva,"!!!! Não cheguei a me hospedar no local !!!!
Aqui a minha avaliação é para o pré atendimento, que foi muito ruim e me fez cancelar a reserva. Apesar de ver muitas avaliações falando do bom atendimento da pousada, não foi o que aconteceu comigo.
Após solicitar quarto para 3 pessoas pelo booking, tive uma série de transtornos por telefone e mensagem com uma atendente que achou que a reserva era pra 2 pessoas e não acreditou nem na confirmação que mandei pra ela via mensagem. Achei o tratamento desrespeitoso.",Viajou com a família,indef,pt
Pousada Dona Carmita,4496676,hotel-review,desirees986,2017-05-24,2017-05-24,4.0,Aconchegante ,"Pousada aconchegante e bem próxima do parque de Inhotim. Café da manhã muito bom, com muitas delícias de Minas, como o pão de queijo quentinho. Serviço atencioso. Os quartos são limpos e tudo é bem cuidado. Os chalés mais antigos são simples, mas têm tudo, até geladeira e AC. Os novos, sobre o lago, devem ser ainda melhores. Gostei e pretendo voltar.",Viajou com a família,"São Paulo, SP",pt
Pousada Dona Carmita,4496676,hotel-review,marcelegv,2017-05-24,2017-05-24,5.0,Excelente pousada e atendimento!,"Desde o momento em que eu e meu namorado chegamos fomos atendidos com muita presteza e prontidão. Dona Luíza nos recepcionou e logo em seguida fomos atendidos também pela Daniele que foram impecáveis e nos trataram com muito carinho.
Ficamos no Chalé do Lago, o Paixão, com tudo praticamente cheirando a novo, lindíssimo, além do café da manhã com uma variedade de sucos, frutas, bolos e pães. Não deixem de ir até a área onde é servido o café da manhã!
Ótimo custo benefício. Sem falar na paisagem do lago a noite, do restaurante ao lado com excelente preço e da piscina também disponível na pousada.",Viajou em casal,"Rio de Janeiro, RJ",pt
Pousada Dona Carmita,4496676,hotel-review,Marta212017,2017-05-24,2017-04-24,5.0,Ambiente aconchegante!,"Amei! Chalé confortável, muito limpo, atendimento nota 10! Fui muito bem recebida por todos os funcionários! Me senti super à vontade! O wi-fi tem um sinal excelente! O café da manhã, delicioso, com muitas variedades!",Viajou sem companhia,"Juiz de Fora, MG",pt
Pousada Dona Carmita,4496676,hotel-review,marcioper,2017-05-24,2017-05-24,4.0,visitando Inhotim necessitamos de mais um dia em Brumadinho para visitar o parque. Por indicacao em uma farmacia.,"Preço da estadia negociavel.
Excelente acomodacoes.
Café da manha muito bom.
Ótimo para familia com crianças devido as areas de lazer.
Fica proximo de Inhotim.
Fica proximo da rodovia Fernao Dias com destino a Sao Paulo ou Belo Horizonte.",indef,"Carapicuíba, SP",pt
Pousada Dona Carmita,4496676,hotel-review,patr_ciap627,2017-04-24,2017-04-24,3.0,Aconchegante,"Aconchegante, mas em local de difícil acesso. A estrada de Brumadinho até a pousada está muito mal cuidada, cheia de buracos e escura, o que reduz a atratividade do local. A pousada em si é uma gracinha, com funcionários atenciosos e café da manhã muito bom.",Viajou com amigos,"Rio de Janeiro, RJ",pt
Pousada Dona Carmita,4496676,hotel-review,denisecampideli,2017-04-24,2017-04-24,5.0,Adorei!!!,"Lugar maravilhoso, aconchegante, ambiente familiar, paisagem linda, atendimento nota mil!!! Servem um café da manhã maravilhoso, são todos super atenciosos, nos sentimos muito à vontade e com certeza iremos voltar em breve! Recomendo demais!",Viajou em casal,indef,pt
Pousada Dona Carmita,4496676,hotel-review,Mauricio_C_Campos,2017-04-24,2017-03-24,4.0,Ótima opção,"Uma ótima opção de hospedagem para visitar inhotim. Os chalés do lago são muito confortáveis, com uma varanda muito agradável. O café da manhã também é muito bom. Tem um restaurante anexo, também de bons serviços.",Viajou em casal,"Lambari, MG",pt
Pousada Dona Carmita,4496676,hotel-review,CinaM_13,2017-03-24,2017-03-24,4.0,Arte e natureza,"Pousada simples porém confortável e próxima ao Museu Inhotim! Lugar perfeito para um fim-de-semana com arte e natureza, café da manhã bom, funcionários atenciosos. Os chalés no lago são muito bonitos.",indef,"Valinhos, SP",pt
Pousada Dona Carmita,4496676,hotel-review,barbararbb,2017-03-24,2017-02-24,5.0,Visita a Inhotim,"Hospedei durante três dias do carnaval. A intenção era conhecer Inhotim, que por sinal é um lugar espetacular e mágico. Adorei a hospedagem... Pousada linda e aconchegante. Funcionários atenciosos, chalés confortáveis e muito limpos. O restaurante na entrada do local funciona dia e noite e serve uma comida deliciosa. Vale a pena conhecer Inhotim e se hospedar na Pousada Dona Carmita. Nota 10.",indef,"Diamantina, MG",pt
Pousada Dona Carmita,4496676,hotel-review,740marcosr,2017-02-24,2017-02-24,4.0,Quase 5 estrelas,"Staff gentil e atencioso, instalações confortáveis e bem mantidas, café da manhã delicioso, ambiente muito agradável.
Levaria 5 estrelas se não fosse pela música ao vivo no restaurante que fica dentro do terreno da pousada: ainda que não vá além de meia noite, incomoda.",Viajou com a família,"São Paulo, SP",pt
Pousada Dona Carmita,4496676,hotel-review,19641983,2017-02-24,2016-09-24,5.0,Ótima localização ,"Perfeito para passar final de semana e feriados,perto de inhotim,atendimento diferenciado. Ótima localização, eu recomendo. Já estou me organizando para a próxima visita,vou me hospedar agora na pousada que foi construída na lagoa.",Viajou com a família,indef,pt
Pousada Dona Carmita,4496676,hotel-review,shadownsong,2017-02-24,2017-02-24,4.0,Adorei mas podia ser mais completo,"Ótima pousada, fiquei no chalé 7 e gostei da acomodação, tudo de qualidade o café da manhã e muito bom, melhor parte foi poder viajar com minha cachorra, aceitaram minha Shar pei sem nenhum problema. Podiam colocar um serviço de quarto ou lanchonete dentro da pousada, faz falta ficar na piscina e ter um suporte deste.",Viajou com a família,"Belo Horizonte, MG",pt
Pousada Dona Carmita,4496676,hotel-review,Samcrissato,2017-02-24,2017-01-24,4.0,Café da manhã excelente!,"A pousada é muito charmosa e confortável. Os quartos são limpos. Dificuldade apenas para fechar a porta de vidro do chalé. Café da manhã farto. Piscina limpa. Funcionários corteses. O preço é salgado, talvez pelo período e pela pouca oferta de pousadas e hoteis na região. A única dificuldade surgiu quando fomos fechar a conta, incluíram valor de produtos do frigobar que não foram consumidos. Me recusei a pagar. Um mal estar que poderia ter sido evitado.",Viajou com a família,"Brasília, DF",pt
Pousada Dona Carmita,4496676,hotel-review,naraclf,2017-02-24,2017-01-24,5.0,Aconchegante,"Adorei a pousada Dona Carmita. Um restaurante ao lado, o que facilita para quando se chega de Inhotim no fim de tarde não ter que sair novamente. Café da manhã com capricho. Quarto limpo e muito aconchegante! Só senti falta de um chá ou mesmo café fresco oferecido aos hóspedes no final da tarde na piscina. Faltou assistência aos hóspedes ali. No mais, tudo ótimo!",indef,"Brasília, DF",pt
Pousada Dona Carmita,4496676,hotel-review,PatriciaMiquilini,2017-01-24,2017-01-24,4.0,Valeu,"Fiquei no quarto 6: de bom tamanho para um casal. Achei apertado para mais uma criança: colocaram uma cama e remanejaram uma mesa: ficou atravancado e a cama da criança super desconfortável. Tirando isso, foi bom. É aprazível, com excelente e variado café da manhã servido próximo à piscina e serve às 17h um chá com café, uns bolos. Armário do quarto de bom tamanho, geladeira frigobar grande. Voltaria, com certeza, mas pedindo um quarto maior para acomodar melhor a família.",Viajou com a família,"Rio de Janeiro, RJ",pt
Pousada Dona Carmita,4496676,hotel-review,Airis_Paraguassu,2017-01-24,2017-01-24,5.0,Muito bom,"Nos hospedamos na Dona Carmita por 3 dias, a partir de uma indicação. Foi muito bom, quarto amplo, com uma vista bem legal, embora mais próximo da rodovia, não tivemos nenhum problema com barulho. O atendimento é nota 10. O café da manhã é bastante farto com muitas opções, e no fim do dia após Inhotim, dá para curtir uma piscine para relaxer um pouco. Minha sugestão é ter um café da tarde simples, à beira da piscine. Valeu !",Viajou em casal,"Suzano, SP",pt
Pousada Dona Carmita,4496676,hotel-review,andreaaN5856VE,2017-01-24,2017-01-24,5.0,Muito agradável,"A pousada é uma ótima opção para descansar. Fica a poucos minutos da cidade de Brumadinho, mas em um local bem tranquilo. Tem um grande jardim com redes espalhadas na sombra, piscina e um laguinho. Os chalés são espaçosos, com varanda, móveis novos e toalhas e lençóis brancos muito limpos. O café da manhã é excelente, com grande variedade de sucos, biscoitos, bolos e pães, tudo muito gostoso.",Viajou com a família,indef,pt
Pousada Dona Carmita,4496676,hotel-review,cristianevel,2017-01-24,2017-01-24,4.0,Aconchegante,"Visitei Brumadinho semana passada a fim de conhecer Inhotim, optei pela pousada Dona Carmita pelas boas avaliações aqui no Trip. Bem, passei 3 noites na pousada e a achei bem aconchegante, limpa, sossegada ao contrário de alguns comentários falando de barulho na rodovia. Fiquei no chalé 2 e também no 7. Indico qualquer um dos dois. Café da manhã farto e gostoso. Tive problema com chuveiro mas a Luiza rapidamente providenciou a resolução. Mariana a recepcionista tem uma simpatia ímpar. Indico a pousada sem sombras de dúvidas.
A vista do quarto 2 é mto linda.",Viajou com amigos,"Rondonópolis, MT",pt
Pousada Dona Carmita,4496676,hotel-review,rosecellosc,2017-01-24,2017-01-24,4.0,Próxima da natureza.,"A pousada está localizada em um lugar ímpar, cercada por uma pequena mata que nos fazia sentir bem próximas da natureza. Para todo lado que você olhar você verá beleza. Ficamos em um quarto próximo à rodovia (num. 2), mas o barulho não chega a incomodar e desaparece quando se fecha a porta do quarto. Tivemos alguns problemas na chegada, mas tudo foi resolvido tão logo a gerente tomou conhecimento, pois quando retornamos do Parque já estava solucionado. O quarto é de tamanho bom, com decoração simples e bonita, bem limpo. O pátio é bem cuidado, com muita grama, flores e plantas.
O café da manhã tem tudo o que se espera dele: bolos caseiros, sucos, pães, frutas etc; não digo que foi o mais completo que já encontrei, mas tudo lá é saboroso. E o melhor de tudo é que os ovos mexidos são feitos na hora que você chega para o café. A moça, muito simpática, te oferece e faz a seu gosto. A recepcionista Mariana é super gentil e paciente. O que a Pousada tem de ruim é o fato de o restaurante ser terceirizado. Em um certo momento, tentei ligar para a recepção e disquei número errado; uma mulher atendeu e de modo grosseiro me disse que era do restaurante e que não sabia o número da recepção. Oras, se sou cliente e o restaurante está dentro da pousada, quero respostas (ao menos o número da recepção) não me interessa se pertence ou não ao mesmo proprietário da pousada. Aliás, achei um absurdo o restaurante cobrar taxa de entrega. Isso mesmo que você leu, TAXA de entrega, para fazer entrega de um pedido DENTRO da pousada. Isso significa que a pessoa não daria 100 passos para chegar ao chalé. Pasme, R$ 10,00 de taxa. Perguntei ao senhor que me atendeu se ele usaria carro ou moto para efetuar a entrega, visto que dez reais é o preço equivalente a uma corrida de taxi.
Restaurante à parte, a estadia na pousada foi agradável. Indico.",indef,"Rondonópolis, MT",pt
Pousada Dona Carmita,4496676,hotel-review,jbpazos,2016-12-24,2016-12-24,4.0,Casa da Vovó,"Otima opcao p quem vai a inhotim. chales individuais, limpissimo, quarto arejado, piscininha e sauna p depois de tanto andar no parque. Staff atencioso, café da manhã com passarinhos e pao de queijo quentinho.",Viajou em casal,"Rio de Janeiro, RJ",pt
Pousada Dona Carmita,4496676,hotel-review,M8361ACgustavos,2016-12-24,2016-12-24,5.0,Superou todas as expectativas!,"A pousada é um excelente local para se hospedar com a família, linda, aconchegante e muito bem organizada. Os quartos em perfeito estado e bem arejado, sem contar que os chalés possuem uma grande privacidade a seus hospedes. O lugar é maravilhoso, próximo do INHOTIM e muito tranquilo. Fomos recebidos de forma calorosa e com profissionais educadissimos, foram sempre atenciosos e gentis com todos nós. Agora o que nos surpreendeu realmente foi o café da manhã, esse era digno de 6 estrelas, tinha uma vasta quantidade de pães, queijos, bolos e sucos naturais, sem contar nos iogurtes, sucrilhos, frutas e algumas guloseimas que as crianças adoram. Voltaremos mais vezes, e estamos loucos para os chalés da lagoa ficarem prontos logo para irmos pra eles. Recomendamos a estadia nesta pousada, podem ir de olhos fechados.",Viajou com a família,indef,pt
Pousada Dona Carmita,4496676,hotel-review,serginhotl,2016-12-24,2016-12-24,5.0,O LUGAR IDEAL,"Resolvei conhecer o Inhotim com minha família no mês dezembro, então pesquisei muito onde hospedar, como faço muitas viagens, sou pouco exigente, olhei vários locais na região de Brumadinho, encontrei a POUSADA DONA CARMITA, O LUGAR IDEAL, excelente lugar, café da manhã farto à beira da piscina, com um vista privilegiada para a natureza. A pousada é o lugar ideal para quem deseja visitar o inhotim fica a dez minutos do museu! Chalés são limpos e aconchegantes, camas confortáveis, silencio absoluto, tudo muito organizado!, A decoração é de bom gosto, ambiente super agradável. Enfim, acertei na escolha, recomendo a todos. Com certeza voltaremos mais vezes para hospedar nos bangalôs flutuantes, que ficou um espetáculo na pousada.",Viajou com a família,"Belo Horizonte, MG",pt
Pousada Dona Carmita,4496676,hotel-review,miguelsI8999KG,2016-12-24,2016-12-24,5.0,Excelente pousada! ,"Já me hospedei nessa pousada três vezes!
Sempre bem atendido ótimo café da manhã!
Tudo muito limpo,ótima piscina,
Para depois de um dia cansado inhotim!
Tem um restaurante na área da pousada com ótima comida,
E boa música!
Voltarei para hospedar nos novos que estam construído dentro da lagoa!",Viajou em casal,indef,pt
Pousada Dona Carmita,4496676,hotel-review,rruegg,2016-12-24,2016-10-24,5.0,Pousada perto de Inhotim,"Surpreendeu-nos esta pousada pela arrumação, os chalés isolados, as acomodações e o local do café da manhã à beira da piscina.Os funcionarios são atenciosos e solicitos.Camas confortaveis,chales espaçosos e com bom banho.",indef,"São Paulo, SP",pt
Pousada Dona Carmita,4496676,hotel-review,mari_romanovictorino,2016-12-24,2016-11-24,4.0,Um pequeno paraíso perto de Inhotim!,"Para essa pousada ser perfeita, falta somente um chuveiro a gás no banheiro :)!
o lugar é lindo, o café da manhã fantástico e o quarto bem confortável.
A pousada oferece diferentes tipos de quartos de variados preços - com certeza você vai encontrar um que te agrade. E agora estão construindo bangalôs no lago e com certeza vou voltar para me hospedar neles quando prontos.
Ela fica a menos de 5km de Inhotim - é perfeita para quem quer visitar e também quer relaxar um pouco na beira da piscina.
Recomendo.",Viajou com a família,"Manaus, AM",pt
Pousada Dona Carmita,4496676,hotel-review,UbiratanOliver,2016-11-24,2016-08-24,4.0,"Podendo, não deixe de se hospedar.","Reserve com antecedência, assim não corre o risco de não ter chalés disponíveis.
Tudo muito bom, dos colaboradores ao excelente serviço prestado por todos.
Apesar da proximidade da via, o barulho não atinge os chalés.
Um único probleminha deve se dar quando chove, dado a certa distancia de alguns chalés para onde fica o local do café, que por sinal, é excelente, além de muito bem decorado",Viajou com a família,"Rio de Janeiro, RJ",pt
Pousada Dona Carmita,4496676,hotel-review,758biancar,2016-11-24,2016-09-24,5.0,Programa ideal,"Os funcionários são muito solicitos e atenciosos. O chalé para 4 pessoas possui uma cama de casal e duas de solteiro, acomoda mto bem. O café da manhã é incrível, possui grande fartura e variedade. Existiam obras de chalés na beira do lago, pretendo voltar para ficar neles. Possui lago, piscina, sauna.
É um local muito agradável.",Viajou com amigos,"Lavras, MG",pt
Pousada Dona Carmita,4496676,hotel-review,ivonildam,2016-11-24,2016-10-24,5.0,"Pousada muito boa, recomendo!","Embora ficamos só uma diária, mas deu pra ver quanto se preocupam com o bem estar
do cliente, chalé muito bom tudo funcionando, silencio total!
Roupas cama e banho limpinha muito organizado!
Indo à Inhotim pretendemos ficar nesta pousada alguns dias!",indef,"Petrópolis, RJ",pt
Pousada Dona Carmita,4496676,hotel-review,raphaelmenezes2015,2016-10-24,2015-11-24,4.0,Para pousar e ir em Inhotim,"Lugar muito tranquilo, chalés lindos, arrumados.
O local tem uma vista maravilhosa para a serra.

Conforto ao máximo, café da manhã bom e piscina muito gostosa.

Restaurante deixa um pouco a desejar (apesar que não faz parte da pousada).",indef,"Lagoa da Prata, MG",pt
Pousada Dona Carmita,4496676,hotel-review,tiagov750,2016-10-24,2016-09-24,5.0,Ótima localização,"Situada logo na entrada de Brumadinho, pousada de excelente qualidade, com uma paisagem exuberante. Quartos espaçosos, confortáveis, muito limpos e com wi-fi. Café da manha delicioso, muito farto e à beira da piscina, sem contar os vários pés de amora à entrada da área da piscina. Atendimento muito atencioso.
Pra quem pretende visitar Inhotim, é uma ótima opção de estadia, pois fica de 5 a 10 minutos do parque.
O restaurante ao lado da recepção também é uma boa opção e fica aberto a noite para jantar.",Viajou com a família,indef,pt
Pousada Dona Carmita,4496676,hotel-review,resholl,2016-09-24,2016-09-24,5.0,Delicado,"Fiquei muito contente com a atenção aos detalhes da manutenção do espaço. Desde de o corte das folhas secas das palmeiras até à limpeza da piscina, tudo com muito carinho e dedicação. A sauna e a piscina foram ótimas e o café da manhã, excepcional.",Viajou com amigos,"Rio de Janeiro, RJ",pt
Pousada Dona Carmita,4496676,hotel-review,rafaelabsena,2016-09-24,2016-09-24,4.0,Limpo e confortável,"Pousada confortável, bem localizada, perto de Brumadinho, estrada asfaltada. Bom colchão e chuveiro. O café da manhã é farto, mas não achei as comidas saborosas. O pão de queijo é gostoso. Bom atendimento e muito tranquilo.",Viajou em casal,indef,pt
Pousada Dona Carmita,4496676,hotel-review,940marilus,2016-09-24,2016-09-24,2.0,Conforto,"Pousada muito simples, chalés. Limpos, com cuidado em detalhes. Por problema de reservas, mudamos dos chalés maiores para um pernoite em chalé menor. Cama estreita, sem conforto e o pior era o banheiro dentro do quarto, dividido por meia parede. Atendimento bom, café da manhã bom, sem luxo com o essencial.",Viajou em casal,"Curitiba, PR",pt
Pousada Dona Carmita,4496676,hotel-review,danielatavareslima,2016-09-24,2016-09-24,5.0,Excelente,"Foi completamente incrível a estadia. O atendimento impecável, o quarto aconchegante, muito bem organizado,
A estrutura da pousada foi surpreendente, café da manhã farto e a localização é linda!
Tudo favorece para um fim de semana incrível: a paisagem, o serviço oferecido pela pousada, a infraestrutura... E percebi que estão construindo chalés proximos à lagoa, o que certamente a tornará ainda mais interessante.",indef,"Belo Horizonte, MG",pt
Pousada Dona Carmita,4496676,hotel-review,WallaceSerrano,2016-09-24,2016-08-24,5.0,Ótima localização devido ser próxima a Inhotim,"Excelente pousada com quartos bem equipados, inclusive com aquecedor.
Boas instalações e um café da manhã muito sortido.
Afastado da cidade, nos remete ao interior com sua paz e silêncio do verde local.",Viajou sem companhia,"Rio de Janeiro, Rio de Janeiro, Brazil",pt
