estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_estadia,nota,titulo,conteudo,tipo_viagem,origem,idioma
Pousada do Chafariz,2626342,hotel-review,claudiotavares21,2017-10-03,2017-09-03,4.0,Boa acolhida mineira.,"Bem localizada, café da manhã completo, com muitas opções, bom atendimento e quarto simples, porém limpo e confortável. A pousada oferece garagem aos hóspedes, difícil de manobrar em seu interior quando está cheia de veículos.",Viajou com a família,"Rio de Janeiro, RJ",pt
Pousada do Chafariz,2626342,hotel-review,TotemBulls,2017-07-03,2017-07-03,4.0,Hotel razoável,"Ficamos a família nesse hotel. O quarto era de bom tamanho, no segundo piso, ao lado da cozinha. O ruim é que não tinha janela, mas apenas duas básculas. A cama é boa e o café da manhã também. A localização é boa, ao lado do Seminário.",Viajou com a família,"São José dos Campos, SP",pt
Pousada do Chafariz,2626342,hotel-review,dariorubens,2017-05-03,2017-05-03,5.0,Nossa Casa,"Durante toda a minha hospedagem, 9 meses consecutivos, me senti em casa, comida excelente nos jantares, atendimento diferenciado e instalações confortável...valeu a pena! obrigado a todos da Pousada do Chafariz.",indef,"Belo Horizonte, MG",pt
Pousada do Chafariz,2626342,hotel-review,danic966,2017-05-03,2017-04-03,4.0,Limpeza todos os dias.,"Fiquei hospedada na Pousada Chafariz 1 semana e todos os dias havia limpeza no quarto que eu estava, banheiro lavado, limpo com água todos os dias. Os quartos são bonsne a cama muito boa. Não tenho do que reclamar. Atendendeu a minha expectativa.",Viajou a trabalho,indef,pt
Pousada do Chafariz,2626342,hotel-review,VanessaEugenia,2017-04-03,2017-04-03,3.0,Razoável,"Pontos Positivos:
1-Da Localização.
2-Café da manhã é simples, satisfatório.
3-Custo benefício. A limpeza do quarto é diária.

Pontos Negativos:
1- Quarto que nos colocaram era do lado da garagem (Térreo), ou seja, passagem de hóspedes, barulho de carro tarde ou logo cedo era horrível. Também era abafado. 2- Ventilador que nos forneceram era barulhento e na segunda noite não funcionou. Quando fui a recepção verificar uma troca o senhor que estava na recepção disse que não poderia ajudar e que eu poderia ver no dia seguinte. (Ou seja, não há ventilador reserva). 3- Durante a segunda noite um barulho de bateção na parede que durou a noite toda. (Difícil identificar o que era). 4- O atendimento não é excepcional, assim que demos entrada não nos passaram nenhuma informação sobre onde era o café, como era a questão de horários na recepção, como funcionava o estacionamento. Tivemos que ficar perguntando sempre que surgia uma dúvida do tipo.",Viajou em casal,"Rio de Janeiro, RJ",pt
Pousada do Chafariz,2626342,hotel-review,supaiva,2016-11-03,2016-11-03,3.0,Equilibrado Simples,"Quarto (16) comfortável, fresco, limpo, sem vista, silencioso. Banheiro razoável e limpo. Entrada pela garagem não agrada. Simpatia de funcionários mas algumas ausências deles na entrada/saída para abrir a porta. O café é decepcionante para quem se importa com isso ou pra quem espera um café mineiro legal.",Viajou em casal,Estado do Rio de Janeiro,pt
Pousada do Chafariz,2626342,hotel-review,RafaelDdeC,2016-08-03,2015-11-03,4.0,Bem localizada!,"Pousada muito bem localizada. Quarto limpo e de bom tamanho. Banheiro ok! Café da manhã muito bom, farto e variado! A garagem é bem apertada, mas essa é uma característica dos estabelecimentos da região.",Viajou a trabalho,Minas Gerais,pt
Pousada do Chafariz,2626342,hotel-review,E5586URmarianam,2016-08-03,2016-07-03,4.0,Pousada aconchegante,"Fomos com uma família de 4 pessoas. Reservamos o quarto conjugado q oferecia 4 camas. Quarto bem amplo e tudo bem arrumado. Chuveiro e cama muito bons. Instalações ok, vaga na garagem requer uma certa destreza para parar. Ótimo café da manhã. Fácil comunicação para a reserva e bom atendimento no local. Ótima localização, bem no centro histórico, podendo realizar os passeios todos a pé.",indef,indef,pt
Pousada do Chafariz,2626342,hotel-review,MilenaPortes,2016-08-03,2016-07-03,5.0,Super vale a pena,"Pousada muuuuuuuuito boa! Bem no centro histórico de Mariana, dá pra fazer todo o roteiro a pé com tranquilidade.
O quarto era ótimo! Muito limpo e confortável. Cobertas boas e colchão bom.
O café da manhã é maravilhoso. Bem completo!
Tem um restaurante que funciona na pousada também, pedimos um omelete em uma das noites e estava delicioso!",Viajou com a família,"Curitiba, PR",pt
Pousada do Chafariz,2626342,hotel-review,80criss,2016-07-03,2016-07-03,4.0,Charmosa e objetiva,"Foi uma surpresa desde o primeiro atendimento, acolhedor e simpático do mineiro. Acomodação aconchegante e o mais importante, silêncio total, não escutamos barulho nenhum , de cozinha , recepção, salão de refeições. Ótimo preço, com garagem e até piscina. Vale a pena conferir!!!!",Viajou em casal,"Niterói, RJ",pt
Pousada do Chafariz,2626342,hotel-review,SoraiaM61,2016-07-03,2016-07-03,4.0,Bem no centro histórico!,"Boa localização. Perto de todos os principais pontos turísticos da cidade. Os quartos são limpos e bem cuidados. Mas simples, nada demais. preço é alto para o que oferecem, mas como era festa de aniversário da cidade quanto lá estive, talvez por isso tenha sido mais elevado. O café da manhã era gostoso.",Viajou com a família,indef,pt
Pousada do Chafariz,2626342,hotel-review,Louisbur,2016-07-03,2016-07-03,3.0,Quebra o galho,"O hotel é simples, mas funciona bem. Tem um bom cafe da manha, oferece jantar. Alias o jantar é super bem servido e comida caseira. Os quartos são antigos mas tudo funciona bem. Por dentro, parece um caminho de rato, cheio de corredores pequenos.",Viajou a trabalho,Belo horizonte,pt
Pousada do Chafariz,2626342,hotel-review,224marianav,2016-06-03,2016-04-03,4.0,Boa opção,"A pousada é bem localizada, ao redor existem várias opções de restaurantes e bares; está no centro histórico de Mariana. Os quartos são simples e limpos. Recepcionistas e demais funcionários muitos simpáticos, educados e prestativos; apesar de não ter atendimento fixo na recepção.",indef,"São Paulo, SP",pt
Pousada do Chafariz,2626342,hotel-review,adrianogomes88,2016-05-03,2016-05-03,4.0,"Valeu,  valeu...","Pousada bem no centro da cidade!
Muito bem estruturada e sem muita novidade, estabelecendo os padrões da cidade histórica.
Há vagas na garagem, modesta parte é necessário ser um bom motorista de baliza para estacionar o carro ou deixa-lo em frente a pousada...sem perigo algum caso não se aventure na manobra.
Subindo ou descendo a rua existem vários bares ou restaurantes aos arredores...até mesmo da própria pousada.
Tem um ponto ruim que é o atendimento não fixo na portaria da pousada, valeu o descanso e o rápido turismo na cidade.",Viajou a trabalho,"São Paulo, SP",pt
Pousada do Chafariz,2626342,hotel-review,CylonF,2016-05-03,2016-05-03,2.0,Podia ser melhor,"Quartos simples e bom atendimento. Bem localizada, com acesso fácil aos principais monumentos históricos. Café da manhã simples. Entretanto, não há atendimento fixo na recepção, sendo preciso chamar por campainha, seja para sair, seja para entrar. Pouco cuidado com o silêncio, com outros quartos sendo limpos pela camareira logo cedo pela manhã. O preço é incompatível com os serviços oferecidos.",Viajou em casal,"Florianópolis, SC",pt
Pousada do Chafariz,2626342,hotel-review,430rafaell,2016-04-03,2015-06-03,5.0,Agradável,"Pousada linda. Bem familiar. Dentro do centro histórico. Quarto amplo e bem mobiliado. Não tem ar condicionado, mas não tem problema por causa do frio da região. A rua é linda. O melhor é o café da manhã com um delicioso queijo minas. A dona da pousada é muito gentil e prestativa. Achei um pouco cara.",Viajou em casal,"Paulista, PE",pt
Pousada do Chafariz,2626342,hotel-review,fernandoo668,2016-04-03,2016-04-03,4.0,Agradável ,"Pousada agradável, quarto limpo, espaçoso e confortável, café da manhãsr muito bom, só falta ar-condicionado nos quartos, próximo do centro histórico, possivel deixar o carro guardado e fazer os passeios a pé.",Viajou em casal,indef,pt
Pousada do Chafariz,2626342,hotel-review,369andr_d,2016-03-03,2016-03-03,5.0,Ótima opção,"Bem no centro histórico de Mariana da para visitar a cidade a pé, apesar das ladeiras íngremes. Camas confortáveis, WiFi que funciona, café da manhã generoso. Limpeza impecável. Tem equipamentos de lazer, piscina, sauna, mas eu não usei. Atendimento atencioso. Recomendo para passeio ou trabalho.",indef,indef,pt
Pousada do Chafariz,2626342,hotel-review,734gustavob,2016-03-03,2016-03-03,4.0,Muito boa opção,"Pousada simples, com acomodações confortáveis, limpas, em muito bom estado de conservação. Funcionários atenciosos e prestativos. Café da manhã muito bom. Vim com minha família (9 pessoas) e tudo correu bem em nossa hospedagem. Recomendo.",Viajou com a família,indef,pt
Pousada do Chafariz,2626342,hotel-review,420Lucia,2015-12-03,2015-11-03,5.0,Tranquildade e romantismo,"Excelente pousada. Tudo muito limpo e confortavel. Café da manhã super variado e saboroso. Equipe de funcionários bem atenciosos, segurança, tranquilidade e próximo de varios locais históricos. Bem no Centro, perto de varios restaurantes e lanchonetes.",Viajou a trabalho,"João Pessoa, PB",pt
Pousada do Chafariz,2626342,hotel-review,901eltonf,2015-11-03,2014-12-03,5.0,excelente atendimento conforto e bem no centro histórico.,"muito bom ótimo preço bem no centro de mariana atendimento impecável com detalhes barrocos apesar da rua ser bem íngreme fica uns 5 minutos apé do centro histórico, lugar bem confortável bem silencioso apesar de ser no centro.",Viajou com a família,indef,pt
Pousada do Chafariz,2626342,hotel-review,elyanneb,2015-10-03,2015-09-03,3.0,Simpatia,"Bom atendimento, limpinha, organizada.
Mas a localização não é das melhores para quem está a pé. Fica numa ladeira íngreme. Cansativo descer e subir, mas devemos lembrar que isso também é típico do local.
O café da manhã não me agrada, tudo muito gelado, vi torradeira mas não vi misteira. Poucas opções para quem não gosta de bolo como eu.
Já o jantar me agradou mais, comi bife a parmegiana e recomendo, é uma porção muito generosa, comemos em duas pessoas e sobrou o suficiente para mais duas pessoas e o valor é acessível, R$60,00.",Viajou a trabalho,indef,pt
Pousada do Chafariz,2626342,hotel-review,leonardot344,2015-07-03,2015-07-03,4.0,Pousada muito confortável,"A pousada muito aconchegante, com bom café da manhã e atendimento. O único ponto é o estacionamento, que é pequeno, mas chegando cedo é possível estacionar com tranquilidade. Muito bem localizado, bem próximo dos principais pontos turísticos. Uma dica, para quem não conhece a cidade de Mariana, é usar um bom gps ou waze.",indef,indef,pt
Pousada do Chafariz,2626342,hotel-review,ivanz127,2015-07-03,2015-07-03,3.0,Simples e familiar,"Pousada simples, com bom café da manhã e quartos confortáveis. Bom pernoite, longe do burburinho do centro. A piscina não é aquecida, não tivemos coragem se usar neste inverno, brrrr... O estacionamento é ruim de manobrar, numa pirambeira... mas dá para usar. Usamos um quarto com cama de casal e 3 camas de solteiro. Ivan",Viajou com a família,indef,pt
Pousada do Chafariz,2626342,hotel-review,ragazzonir,2015-07-03,2015-07-03,3.0,Gostosinho,"Tem uma boa localização. As externamente, tem um aspecto antigo, mas é muito bem cuidado, tudo funciona. Os apartamentos são novos com televisão, frigobar e banheiros individuais. O café da manhã é uma delícia! É um hotel bem aconchegante.",Viajou com amigos,"Campinas, SP",pt
Pousada do Chafariz,2626342,hotel-review,alinecluz,2015-07-03,2014-08-03,5.0,Confortável e acolhedora,"Além de estar muito próxima aos pontos turísticos de Mariana, recebemos um quarto muito maior do que imaginávamos. Sempre muito limpo, com roupas de cama novas e toalhas. Não tomei café da manhã pois sempre acordava muito tarde. Mas é um local muito acessível.",Viajou com amigos,indef,pt
Pousada do Chafariz,2626342,hotel-review,dagobertoh,2015-05-03,2015-01-03,3.0,Regular,Pousada muito bem localizada com infraestrutura regular. Os quartos são muito quentes e não tem ar condicionado por isso evite ir durante o verão. A sensação que tivemos é que se tratava de uma casa que foi recebendo acréscimos até se tornar uma grande pousada. Fomos bem atendidos e o café da manhã era bastante razoável mas o valor pago pela hospedagem não está de acordo com o padrão de serviço. Considero uma hospedagem para pessoas que estão a trabalho.,Viajou em casal,"Rio de Janeiro, RJ",pt
Pousada do Chafariz,2626342,hotel-review,Brun0_ALS,2015-05-03,2015-05-03,2.0,Atendimento sofrível.,"A pousada é simples, com quartos pequenos, simples e ao menos limpos., mas não tem um tamanho bom pra um casal.
O café da manhã é bem fraco e qd cheguei (por volta das 7h) estava td frio.
O estacionamento é terrível, e mt apertado, é preferível deixar o carro na rua, pq se a pousada estiver mt cheia vai ter q esperar os outros carros saírem pra tirar o seu.
Cheguei na pousada por volta das 15h e as funcionárias não tem respeito nenhum pelos hóspedes, pois eles falavam mtttt alto, riam, contavam histórias, tudo como se estivessem num show de rock, fora que arrumaram os quartos até as 18h quase, e a recepcionista da tarde foi mt sem educação ao fazer meu check in.
Enfim, se depender de mim, não volto a me hospedaria mais.",indef,"Sabara, MG",pt
Pousada do Chafariz,2626342,hotel-review,Fm2008,2015-04-03,2015-04-03,4.0,Bom custo-benefício,"Pousada muito simples e muito bem localizada em Mariana. Perto de tudo, pode fazer a pé os passeios pela cidade. Os quartos são muito simples, sem luxo algum, mas são limpos. No meu quarto a cama era muito boa. O atendimento é ótimo e o cafê da manhã é bem caseirinho, uma delícia.",Viajou com amigos,porto alegre,pt
Pousada do Chafariz,2626342,hotel-review,betoduarte,2015-02-03,2015-01-03,3.0,Limpo e bem localizado,"Bons quartos, limpos, com tv, banheiro espaçoso, café da manhã correto, bom preço e atendimento.
Fica num local central, perto das principais atrações da cidade.
Tem estacionamento, portanto, dá pra deixar o carro e conhecer tudo a pé.",Viajou com a família,Estado de São Paulo,pt
Pousada do Chafariz,2626342,hotel-review,carlosc942,2015-01-03,2014-12-03,3.0,Ambiente familiar,É uma pousada típica. A casa colonial foi adapta para o pouso. Tem bons quartos bem amplos. O café da manhã é bom porém não tem ovos fritos. Fica perto da principal praça da cidade e perto das mais importantes igreja da cidade.,Viajou com a família,"Salvador, BA",pt
Pousada do Chafariz,2626342,hotel-review,robertamelaob,2014-12-03,2014-12-03,3.0,Boa localização,"Ficamos do quarto nove, uma parte nova da pousada. Tamanho do quarto bom, banheiro com revestimento bonito e box em vidro. Tem um circulador de ar que não é o suficiente para refrescar. A piscina não estava limpa. Café da manhã adequado para o preço da hospedagem. Garagem pequena e pela manhã colocaram nosso carro na rua, no sol, sendo que haviam vagas na garagem.",Viajou com amigos,indef,pt
Pousada do Chafariz,2626342,hotel-review,Zuzinhah,2014-12-03,2014-12-03,5.0,Ótima pousada!,"As atendentes foram atenciosas e educadas, roupas de cama e toalhas limpas e cheirosas, banheiro parece novinho, ducha quentinha, café da manhã muito bom, tinha um pãozinho de queijo divino. Perto das igrejas bacanas, porém, alguns minutinhos do centro da cidade para quem está a pé.",indef,"Contagem, MG",pt
Pousada do Chafariz,2626342,hotel-review,IsabelaRibeiro,2014-12-03,2014-12-03,3.0,Bem localizada!,"A poudada fica no centro historico de Mariana. Fiquei em um quarto com uma vista muito bonita. O café da manhã é gostoso, tem garagem, na rua não recomendo parar pois é estreita. Os banheiros nao sao novos mas bem limpos.",Viajou a trabalho,"Belo Horizonte, MG",pt
Pousada do Chafariz,2626342,hotel-review,Cris132701,2014-09-03,2014-08-03,2.0,Não recomendo,"A Pousada está longe de ser um lugar agradável. O atendimento é sofrível e as funcionárias não têm um mínimo de educação para trabalhar. Certa tarde tentamos descansar depois do almoço e foi IMPOSSÍVEL por causa da altura da conversa delas, as vozes ecoavam pela Pousada toda. No último dia que estávamos lá elas começaram arrumar os outros quartos antes da 6 da manhã, falavam com a voz na mesma altura e ainda por cima arrastavam os móveis dos quartos. Minha amiga pediu para elas pararem, não adiantou nada. Enfim... melhor procurar outro lugar.",Viajou com amigos,"Campinas, SP",pt
Pousada do Chafariz,2626342,hotel-review,K5107DZandream,2014-08-03,2013-10-03,4.0,"Limpa, bonita e bem localizada","Pertinho da praça principal do centro histórico, a pousada fica em uma casa antiga, preservada e linda. O café da manhã é ótimo, e serve almoço a pedido. Recomendo o medalhão de filé com piemontês, maravilhoso. O atendimento é muito bom, em regra feito pela proprietária e suas filhas. A proprietária é realmente uma graça, fica aqui nosso carinho.",Viajou em casal,"Belo Horizonte, MG",pt
Pousada do Chafariz,2626342,hotel-review,pedroromperes,2014-08-03,2014-06-03,4.0,Muito boa,"Fiquei algumas semanas na pousada a trabalho e achei muito aconchegante, principalmente os novos quartos que ficam no fundo. São melhores por serem mais novos e por ter menos barulho. O atendimento é muito bom e a comida também.",Viajou a trabalho,"São Paulo, SP",pt
Pousada do Chafariz,2626342,hotel-review,PatMar1910,2014-08-03,2014-08-03,5.0,Vale a pena ficar!,"Fiquei por 1 semana acompanhando minha filha a um congresso e tive a oportunidade de estar mais tempo no local. O atendimento foi ótimo - funcionários muito atenciosos - local muito limpo e quartos simples, mas confortáveis. Possui restaurante com comida ótima e preço acessível. Internet com algum problema. Me hospedaria novamente.",indef,Rio de Janeiro,pt
Pousada do Chafariz,2626342,hotel-review,697leonardog,2014-08-03,2014-08-03,3.0,Simples,"A pousada tem Boa localização, no centro histórico, e perto de atrações como o pelourinho. O Estacionamento é só para carros pequenos (tive que deixar o meu na rua). Quartos são simples mas limpos. O Wi-fi é ruim. O Café da manhã é razoável e termina cedo (9:30).",Viajou com a família,"Rio de Janeiro, RJ",pt
Pousada do Chafariz,2626342,hotel-review,mariaauxiliad0ram,2014-06-03,2013-07-03,4.0,Muito boa,"Passei um final de semana na pousada do Chafariz, e gostei muito do atendimento, estilo bem mineiro da arquitetura, limpeza e conforto do quarto. Os preços do restaurante são bons e a comida é uma delícia!!!! Hospedaria novamente.",Viajou em casal,"BH, Minas Gerais, Brazil",pt
Pousada do Chafariz,2626342,hotel-review,monicaelbayeh,2014-05-03,2014-04-03,3.0,Não recomendo,A pousada do Chafariz não é exatamente o que entenderia como boa opção de acomodação. A luz falta em muitos momentos. Os quartos têm problemas de ventilação. A pousada é limpa. Mas o café da manhã deixa a desejar.,Viajou com amigos,"Rio de Janeiro, RJ",pt
Pousada do Chafariz,2626342,hotel-review,Cristifagundes,2014-05-03,2014-05-03,4.0,"Simples, confortável e bem localizada","Hospedei-me por duas noites, no início de maio. Não fiz reserva e, apesar de ser feriado, consegui o último quarto vago, no térreo. A desvantagem é que não tinha vista (a janela dava para uma parede), mas pelo tamanho (três camas de solteiro), valeu a pena. A limpeza foi impecável e o atendimento muito cordial. A pousada tem estacionamento, mas há necessidade de manobrista, pois as vagas são apertadas. Deixei o carro na rua, sem problema algum. A localização permite que se ande a pé por quase toda a cidade, que é bem pequena. A única observação que tenho é quanto ao café da manhã, que poderia incluir mais opções de sucos naturais e produtos caseiros. Podiam pelo menos servir pão de queijo quentinho, feito na hora (o que havia no café da manhã era comprado pronto, e não estava com aparência boa...).",Viajou com a família,"Vitória, ES",pt
Pousada do Chafariz,2626342,hotel-review,alexandrefslima,2014-04-03,2014-02-03,3.0,Pousada em Mariana/MG,"Pousada muito bem localizada na cidade de Mariana, peca pela falta de ar condicionado, ventilador fraco e mancha no lençol.
Café da manhã pouco variável.
Tem garagem própria e funcionária extremamente corteses.
No geral, valeu a pena.",indef,recife,pt
Pousada do Chafariz,2626342,hotel-review,HeitorLC,2014-03-03,2014-03-03,4.0,Melhor pousada no centro de Mariana,"Fiquei hospedado nessa Pousada durante 3 meses, assim que fui empregado na regiao e fiquei por um periodo ate encontrar uma casa na cidade de Mariana. Nesses tres meses, fui muito bem atendido e recebido pela pousada. Gosto muito do restaurante, cafe da manha e jantar dessa pousada, Recomendo.",Viajou a trabalho,"Belo Horizonte, MG",pt
Pousada do Chafariz,2626342,hotel-review,Patricia220562,2014-03-03,2014-01-03,4.0,Tranquilo,"A Pousada bem tranquila, bem próxima do centro. Quarto confortável e bem limpo. O café da manhã simples, mas muito bom, com frutas, alguns tipos de pães e frios, suco. Achei o preço razoável. Um atendimento muito bom.",Viajou com amigos,"São Paulo, SP",pt
Pousada do Chafariz,2626342,hotel-review,adriana568,2014-02-03,2014-01-03,4.0,Bem mineira!,"Sua localização é bem no Centro histórico de Mariana. Possui instalações típicas da cidade , o que permite um charme maior ao local. Excelente atendimento. Preço justíssimo com algumas modernidades como piscina, wi-fi gratuito, garage. Acresente um mineiro café da manhã. Vale a pena.",Viajou com a família,Belo Horizonte,pt
Pousada do Chafariz,2626342,hotel-review,cibyr2016,2014-02-03,2014-02-03,5.0,Pousada do Chafariz,"A pousada fica localizada no centro da cidade. As acomodações são bem bacanas, e limpinhas, preço e razoável, bem tão caro nem tão barato. Café da manhã muito completo, com delícias e quitutes da culinária mineira.",Viajou a trabalho,"Contagem, MG",pt
Pousada do Chafariz,2626342,hotel-review,V8280YSmarcoc,2014-02-03,2013-04-03,3.0,Simples mas limpa!,"Gostei muito de ficar nesta pousada, nada de luxo tendo um preço justo, tudo limpo e a localização para mim é o bom da pousada , tem garagem, o cafe da manha é basico mas bem feito , ja fiquei algumas vezes nesta pousada",indef,"Teresópolis, RJ",pt
Pousada do Chafariz,2626342,hotel-review,maiconelvis,2014-02-03,2013-03-03,3.0,Simples e bem localizada,"A pousada é simples e fica bem localizada. Não há barulho a noite, a não ser da cama ringindo.
Caso precise utilizar a lavanderia, fique atento, pois não é das melhores. Quando estive hospedado fui bem atendido.",Viajou a trabalho,"Oliveira, MG",pt
Pousada do Chafariz,2626342,hotel-review,Heka_BR,2014-01-03,2013-12-03,4.0,Boa localização,"A pousada está bem perto do centro historico, fácil acesso a restaurantes e atrações. A pousada é confortável e limpa. Café da manhã também bom. Os funcionarios eram educados. O unico porem é que o wifi não pega no quarto, vc tem que ira recepção para conseguir algum sinal, mesmo assim lento.",Viajou sem companhia,"São Paulo, SP",pt
Pousada do Chafariz,2626342,hotel-review,735vanessal,2014-01-03,2014-01-03,4.0,Pousada simples e boa!,"A pousada é simples, com garagem pequena,uns pequenos problemas elétricos e nunca tem uma recepcionista, sempre tem que tocar a campainha para ser atendido. Porém, os quartos são muito confortáveis, muito limpos e a localização é excelente! O atendimento dos funcionários é bom e o café da manhã também (não tem nenhum deslumbre, mas atende).
Achei tudo muito bom!",Viajou em casal,"Juiz de Fora, MG",pt
Pousada do Chafariz,2626342,hotel-review,thiagol624,2013-12-03,2013-12-03,1.0,Péssima experiência,"A senhora dona do estabelecimento aparentemente acredita ser dona também dos hóspedes. Nos tratou com extrema falta de educação e arrogância. Não houve nenhuma abordagem com diálogo, forçando que nossa estadia fosse encurtada.
Além disso também não ha vagas de garagem para todos e o café da manha é bem fraco. Não recomendo a ninguém o local.",Viajou com amigos,"Brasília, DF",pt
Pousada do Chafariz,2626342,hotel-review,filipedegani,2013-10-03,2013-10-03,3.0,Hospedagem corretíssima,"Não há luxo nos quartos que são bem sóbrios! O café é correto, não tem grandes deslumbramentos. Mas eu poucas vezes fiquei em pousada tão limpa! Todos os dias o chão do saguão e escadas eram encerados (sim, de madeira). A pousada atende tanto a hospedagens executivas, como de família!",indef,"Rio de Janeiro, RJ",pt
Pousada do Chafariz,2626342,hotel-review,GersonMBastos,2013-10-03,2012-11-03,3.0,"No alto do morro tinha uma pousada, tinha uma pousada no alto do morro","Mariana tem suas atrações turísticas ofuscadas pela vizinha Ouro Preto. Fiquei nessa pousada a trabalho, prestando serviços para a Vale. Como eu tomava o ônibus no centro da cidade, precisava descer a ladeira correndo pela manhã (5 minutos de sono valem ouro!).

O problema era a volta: mochila pesada com notebook nas costas não combina com ladeira acima. E não é uma ladeirinha qualquer. O lado positivo é que as duas igrejas mais bonitas de Mariana ficavam próximas e no caminho.

A comida da pousada era boa, quase caseira. Me lembro bem do bife à parmigiana, recomendo. O café da manhã também era bem servido.

É um hotel modesto, mas considerando os padrões de Mariana pode ser considerado como bom, está até acima da média.

Tive problema duas noites seguidas com o hóspede do lado que deixava a TV com volume muito alto. Pedi intervenção da recepção, mas sem sucesso.",Viajou a trabalho,"Conceição do Mato Dentro, MG",pt
Pousada do Chafariz,2626342,hotel-review,rosanab804,2013-10-03,2013-10-03,4.0,Pousada do Chafariz,"A principal qualidade, é a proximidade do Centro: fica no coração histórico de Mariana. É simples, mas tem um atendimento ótimo; funcionários cordiais e tem um cheirinho de cera no chão... café da manhã com todos as delícias regionais. E o preço, também foi outro atrativo, ficamos um dia por conta disso...",Viajou com a família,"Juiz de Fora, MG",pt
Pousada do Chafariz,2626342,hotel-review,Fuleirex,2013-10-03,2012-11-03,3.0,Pode melhorar,"Atendimento cordial e preço bom, mas, realmente, pode melhorar a qualidade de itens básicos, como café da manhã (um dos cartões de visita de uma boa hospedagem, na minha opinião) , chuveiro e papel higiênico. Pouco isolamento acústico.",Viajou em casal,"Rio Branco, AC",pt
Pousada do Chafariz,2626342,hotel-review,BrunoA552,2013-08-03,2013-07-03,4.0,Ótima estada,"Pousada bem localizada, com quartos grandes e limpos. Área de ginástica e piscina. Possui estacionamento coberto. O atendimento é cordial e atencioso. Merece menção honrosa o pequeno restaurante da pousada, que serve exclusivamente aos hóspedes. Comida farta, saborosa e com preço justo. Recomendo.",Viajou a trabalho,"Vitória, ES",pt
Pousada do Chafariz,2626342,hotel-review,GilsonAraujo,2013-07-03,2013-06-03,3.0,Hotel,"Um bom custo beneficio para a localidade, onde se tem poucas opcoes de boas pousadas ou hoteis, somente a localizaçao um pouco complicada. Garagem pouco apertada por falta de espaço. Fica a dica para hospedagem.",indef,"Guarapari, ES",pt
Pousada do Chafariz,2626342,hotel-review,GiseleC_12,2013-07-03,2013-07-03,2.0,PIOR CUSTO BENEFÍCIO DA REGIÃO,"O PIOR CUSTO BENEFICIO DE TODAS AS POUSADAS QUE JÁ FIQUEI. MUITO CARA PELO QUE OFERECE. O pior que achei foi o CAFÉ DA MANHÃ, muito ruim e pobre, nem parece um cafe da manha do interior de minas... NÃO TEM PÃO DE QUEIJO , NÃO TEM OVOS MEXIDOS, NÃO TEM SALSICHA PARA CACHORRO QUENTE, só tem uns 2 tipos de pão , 2 queijos, um tipo de presunto e uns bolinhos e biscoitos baratos e mal feitos. DECEPÇÃO TOTAL. O PAPEL HIGIÊNICO , socorro, parece uma lixa, de tão ruim, OS AMENITIES nem se fala, um sabonete tão ruim que nem faz espuma.
Piso da pousada é super barulhento, a pessoa passa no corredor e te acorda. Chuveiro eletrico, piscina suja, salão de jogos com a mesa de ping pong quebrada e sem bolinha, tacos da sinuca super mal conservados, mal dá para usar .
Um ponto positivo é a localização. O Staff é educado, gentil, mas não sabem dar as informações sobre a cidade direito. Quarto (15) razoavel, cama casal padrão (pequena) , limpo, TV super pequena, chuveiro eletrico, mas esquenta bem , o do meu irmão que ficou em outro quarto(01) não esquentava direito e não tinha janela, mas dá para passar uma noite.",Viajou em casal,Belo Horizonte,pt
Pousada do Chafariz,2626342,hotel-review,elisac32,2013-05-03,2013-05-03,5.0,Recomendo!,"Nos hospedamos nesta pousada por um fim de semana e foi muito bom! Ambiente bom, atendentes simpáticas, muito bem localizado e com preco otimo! Se um dia me hospedar em Mariana novamente com certeza ficarei nele.",Viajou em casal,indef,pt
Pousada do Chafariz,2626342,hotel-review,Baldo_adv,2013-02-03,2012-07-03,3.0,Aconchegante,"Pousada muito bem localizada, dá acesso fácil aos principais pontos turísticos e comerciais da cidade. Os funcionários são gentis e prestativos. Os quartos são conservados e limpos. Um ponto negativo é a garagem - é pequena e os carros acabam por fechar a passagem uns dos outros, sendo necessário ir ao local mover o veículo vez ou outra.",Viajou com a família,"Belo Horizonte, Minas Gerais, Brazil",pt
Pousada do Chafariz,2626342,hotel-review,Megarushing,2013-12-03,2013-12-03,1.0,Gostei muito da experiência,indef,indef,indef,de
Pousada do Chafariz,2626342,hotel-review,Megarushing,2013-12-03,2013-12-03,1.0,Awfull experience,"They announced a garage but turns out it is too small and we had to leave the car outside.
The price is way too high to what they offer.
The pool and games room are just for show as they are closed early in the day.
The owner treated us poorly which made us decide to leave and look for other place, I do not recommend",indef,indef,en
