estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_estadia,nota,titulo,conteudo,tipo_viagem,origem,latitude,longitude
"Pousada Relíquias do Tempo",2661716,hotel-review,696elisabetes,2015-11-18,2015-11-18,5.0,"Excelente","Localização ótima, pois fica muito próxima ao centro histórico, você não precisa ficar andando de carro, basta deixá-lo na garagem do hotel. Possui uma arquitetura deslumbrante com fotos e histórias enriquecedoras. O atendimento é especial. O café da manhã é divino, sem falar no chá da tarde, que é maravilhoso. Não existe nenhum ponto fraco para relatar.",Viajou com amigos,indef,-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,josesica,2015-11-18,2015-10-18,4.0,"Muito Boa. Aconselho","Atendimento muito bom, quarto de bom tamanho, aquecimento central.
Decoração muito esmerada, cuidado especial e simpatia dos proprietários em dedicar-se a mostrar a experiência de viver Diamantina. Espaços muito agradáveis, café da manhã de primeira qualidade.
Ótima piscina de rais coberta.
Mesmo com o hotel lotado os proprietários sempre se mostraram preocupados em tratar cada hóspede como um amigo, dando dicas e informações valiosas.
Se for na época da Vesperata, o hotel se encarrega de reservar os ingressos, o mesmo para o espetáculo do Coral dos Miúdos.",Viajou em casal,"São Paulo, SP",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,ryan0610amorim,2015-11-18,2015-10-18,5.0,"Linda volta ao tempo","Parabenizo a Carmem por toda dedicação a Pousada Relíquias do Tempo, afinal o imóvel possui diversas relíquias. Tudo na pousada, sem restrições, nos faz, de forma mágica, voltar ao passado. Não é possível descrever toda a magia que sentimos lá. Ficamos em um apartamento contemporâneo, com destaque para a preocupação ambiental, sem deixar o conforto de lado. Que grata surpresa foi participar da elegante noite de caldos (na sexta-feira que antecede a vesperata).
Aquele salão muito bem decorado, à luz de velas, com mesas delicadamente organizadas, sem falar dos deliciosos caldos, acompanhados das inesquecíveis torradas (e que delícia de torradas!). Não posso deixar de lembrar da boa música tocada naquela noite. Só tenho a agradecer a toda a equipe da pousada.
Que Jesus, na sua linda misericórdia, lhes fortaleça cada vez mais e o Espírito Santo perpasse a todos com sua luz divina.
Em nome da Família da Silveira Amorim (Iêda, Rivaldo e Ryan) - Recife/PE",indef,"Recife, PE",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,464luizad,2015-10-18,2015-10-18,5.0,"Gostamos muito! !","Espetáculo. A pousada pertence a um casal de biólogos.
Então pensaram em tudo,vai desde aproveitamento da água de chuva na lavandeira até a reciclagem de madeira demolição.
Eles são simpáticos acolhedores .
Tudo impecável.
O chá da tarde ê um charme a parte.
A proprietária incansável , recebe como uma anfitriã cada hóspede.
É como se estivesse desvendando as relíquias do tempo.",Viajou com amigos,indef,-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,fluminense_11,2015-10-18,2015-10-18,4.0,"EXCELENTE LOCALIZAÇÃO","Pousada muito bem localizada em um prédio histórico bem preservado, com varias relíquias em seu interior, condizente com o seu nome.
possui piscina aquecida, tem garagem e também um bom café da manha.
A poucos passos das atrações da cidade, como o mercado público, catedral e a famosa vesperata.",Viajou com a família,"Rio de janeiro",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Teca71951,2015-10-18,2015-10-18,4.0,"Uma viagem no tempo","Hotel que preserva a história de Diamantina, o prédio está na família ha 100 anos,ele é todo decorado para nos levar ao passado.
Parece mais uma pousada, pois suas acomodações são boas mas muito simples, exatamente para nos sentirmos em épocas passadas.
Os proprietários muito simpáticos e por uma visita ao museu que existe no hotel, temos uma aula de como era Diamantina na época da extração do ouro e como isso era feito, tudo muito bem explicado pela proprietária do hotel.",Viajou com a família,"Peruíbe, SP",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,caronaturistica,2015-10-18,2015-09-18,5.0,"Excelente","Ir à Diamantina e não se hospedar na Pousada Relíquias do Tempo é deixar um pedaço da história da região para trás. Além do serviço e atendimento impecável, cuidado e limpeza, Reliquias é mais que uma Pousada. Oferece um Museu sobre a história do Garimpo, Sala JK,, Sala de Leitura, exposição de artesanato com o tema folclórico e religioso. Enfim, hospedar no Reliquias é muito mais que uma simples hospedagem. Foram momentos inesquecíveis. Deixou saudades. Até uma próxima.",Viajou a trabalho,"São Paulo, SP",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Monicameira,2015-09-18,2015-09-18,4.0,"Visita de turismo com filhos","O hotel é muito bom, as instalações são lindas, para quem gosta de história e coisas antigas da região. Muito interessante. Tem até um mini museu no hotel.
Os quartos são confortáveis, mas sem luxo.
O café da manhã é bom e tem um chá e biscoito com bolo à tarde revigorante.
Recomendo!",indef,"Nova Lima, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,marianal690,2015-09-18,2015-08-18,4.0,"Belissimo casarao colonial","A pousada é realmente linda, e os proprietarios souberam preservar a autenticidade do local em termos de decoraçao e manutençao de moveis e objetos.
Fomos muito bem recebidos pelos funcionarios e pelos proprietarios, que conversam com os clientes fazendo com que cada um se sinta unico.
Acho que o café da manha pode melhorar, mas é bom.",Viajou com a família,"Courbevoie, França",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Eperonico,2015-09-18,2015-01-18,5.0,"História e estórias.","A pousada é de um capricho sem igual. Vários ambientes decorados com reliquias do tempo, a área comum mais parece um museu. Funcionários sempre aptos a ajudar, limpeza impecável. Quartos da ala comteporânea são amplos e com uma vista única. O cafe da manhã é saboroso, mas destoa um pouco da qualidade da pousada, podia ser mais variado.",Viajou em casal,"Belo Horizonte, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,leticiamarotta,2015-09-18,2015-09-18,5.0,"Ótima pousada e bem localizada ","Ficamos hospedados na pousada em um final de semana. O acolhimento do atendimento dos funcionários é algo bastante marcante no lugar. Fomos muito bem recebidos e amparados em todos os momentos. A pousada possui um cuidado com cada pessoa que lá se hospeda. Possui uma decoração típica das casas mineiras, com espaços bem arejados e limpos. Há uma grande variedade de quartos. Nos hospedamos no quarto contemporâneo, ficando um pouco mais reservado. Tudo muito limpo, confortável e bem arrumado! O café da manhã, é servido em uma área que possui fogão a lenha. Tudo muito gostoso! Bem localizada, a pousada fica em uma parte central da cidade. Adoramos!!",Viajou em casal,"Belo Horizonte, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,vivianevgvg,2015-09-18,2015-08-18,5.0,"Uma grata surpresa em Diamantina","A cada passo pousada a dentro, me encantava com cada canto da Relíquias do Tempo.
Um ambiente decorado com tanto carinho, com tanta riqueza de detalhes, com todo o cuidado para que o hospede se sinta em casa, em uma casa que traz a história da família dos proprietários. Quanto aconchego em um só lugar!
A noite de caldos com música, o café colonial que antecede o evento da Vesperata fazem com que a estadia seja ainda mais agradável.
Realmente é uma relíquia!
Confortável, extremamente limpa e um café da manhã com aquele carinho de casa de vó!
Recomendo com muita satisfação a pousada. Com certeza, a melhor escolha de Diamantina.",Viajou com a família,"Sete Lagoas, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,OliveiraRN,2015-08-18,2015-08-18,5.0,"Cuidado com cada hóspede.","Os Oliveira do RN
- Os donos da Pousada são super receptivos e atenciosos do 1º ao último dia da estada.Parece até que somos parentes de longe que chegam para ficar uns dias.Não dá nem vontade de sair pra conhecer a cidade, diante do acolhimento feito de forma familiar.
- E os funcionários? Impecáveis! Prestativos, simpáticos e com serviço de 1ª qualidade. Nos atendem com uma gentileza impar. Vai desde um pedido de uma água até uma informação de um restaurante ou um ponto turístico aberto/fechado.
- Fiquei na Ala Colonial, Ap 06 (17 a 21 de agosto) e foi bem tranquilo.Recomendo aos alérgicos (como eu), porque a limpeza é caprichada. Não tenham receio.
A vivência é única, deixa saudades o café da manhã e o chá da tarde mineiro, como tbm a ducha quente. Enfim, em cada cantinho da Pousada vc vive e revive a história mineira. Fiquei impressionada com o acervo de móveis e objetos distribuídos em cada cantinho. É um (re)encontro com a infância e com a história mineira. É uma aula interativa e lúdica que fica guardada pra sempre no vô/neto e no pai/filho. Além disso, fica perto de tudo: comércio e pontos turísticos.
- A desvantagem é tao somente uma escadinha rápida para se chegar ao apto. Para cadeirantes é um pouco difícil a acessibilidade.
- Enfim, é um custo x benefício justo. Recomendo pra família, amigos, solteiros e casais.",indef,"Natal, RN",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,elzam72,2015-07-18,2015-06-18,5.0,"Recomendo, com prazer, a Pousada Relíquias do Tempo, Diamantina.","Estivemos hospedados na Pousada Relíquias do Tempo em meados de junho.

Éramos dois casais.

A Pousada se distingue por ser confortável, super bem localizada, limpíssima, silenciosa, preços honestos, charmosa e, mais do que isto, por exibir aos hóspedes um belo acervo de móveis e objetos que a transformam em um pequeno museu que resume parte da história da tão importante cidade brasileira de Diamantina.

Destaco, ainda, o profissionalismo de todos que nos atenderam e, em particular, dos proprietários que nos acolheram de uma forma muito gentil e até meio familiar.

O hóspede, ao caminhar pela Pousada, percebe não só a preocupação dos proprietários em transmitir o prazer de recebê-lo como, mais ainda, a intenção deles de preservar a história da cidade que é percebida nos detalhes dos trabalhos artesanais que reresentam as festas religiosas da região.

Bela Pousada!

Recomendamos.",Viajou em casal,"Sobradinho, DF",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,23brunob,2015-07-18,2015-06-18,4.0,"muito bom","Hotel super aconchegante, na qual possui um serviço de primeira qualidade com ótimos recepcionistas. O hotel esta localizado no centro de Diamantina, totalmente acessível aos principais pontos turísticos da cidade, por isso, minha família adorou.
Recomendo a todos.
Abraços",Viajou com a família,"Viçosa, AL",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,rafauai,2015-07-18,2015-06-18,4.0,"Pousada muito boa e confortável ","A pousada relíquias do tempo é bastante aconchegante e bem localizada. O estilo colonial é um toque positivo do lugar. Os funcionários são voluntariosos e o café é bem servido. Foi o melhor custo x benefício que encontrei até hoje na cidade!",Viajou em casal,"Montes Claros, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,911analiab,2015-07-18,2015-06-18,5.0,"Templo de Relíquias...","O local, super lapidado pelos proprietários e a atenção dos funcionários, torna a estadia prazerosa e valoriza muito a bela Diamantina. Optamos por ficar na parte colonial, com vista para a montanha. Visitamos todos os espaços. Surpresas a cada passo. Capela, museu, salas de estar, fotografias antigas, miniaturas, decorações, a piscina, etc... etc... O café da manhã e o chá da tarde, deliciosos. Além disto, está no centro histórico. Gostamos muito e aconselhamos! (Uma francesa, um checo, uma Argentina e um brasileiro)",Viajou com amigos,"Belo Horizonte, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,843jacquelines,2015-07-18,2015-06-18,4.0,"Pousada perfeita em Diamantina","A Pousada fica em um casarão no centro histórico de Diamantina. É muito bem preservada e possui uma ala nova, com todas as comodidades contemporâneas e quartos muito confortáveis. A decoração é magnifica, nos fazendo viajar no tempo. Sua localização é escelente, ficando muito próxima as principais atrações de Diamantina.
O pessoal da recepção é muito atencioso, fazendo o possível para atender as demandas dos hóspedes e dando boas indicações sobre os passeios pela cidade.
Ficamos hospedados em um final de semana quando estava acontecendo a Vesperata e incluído nas diárias usufruímos de uma Noite de Caldos com Seresta (DIVINA!!) e um Chá da Tarde no Sábado. Com certeza voltaremos!",indef,"Serra, ES",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,andrepires09,2015-06-18,2014-10-18,5.0,"Onde o velho e o Novo se misturam","A principio eu e minha noiva ficamos um pouco receosos por acharmos que o local era bem antigo. Ao adentrar o sobrado magnifico, nos deparamos com uma parte completamente reestruturada e recem-construida com camas novas e extremo conforto com uma vista da sacadinha incrivel para o cruzeiro. Há a parte antiga do hotel que dispoe de quartos onde as portas ainda são trancadas com chaves imensas mas não conheci.
A pousada dispoe de um dos mais incriveis saloes para reunioes e eventos que já vi, piscina com raia e funcionarios muito bem treinados e sempre dispostos a ajudar.
O chá da tarde com as mucamas é muito acolhedor e nos faz voltar no tempo de nossos avos onde o cafezinho quentinho servido à beira do fogão à lenha e com quitandas feitas na hora eram sempre presentes.
Recomendo à qualquer pessoa que me perguntar onde ficar em Diamantina.",Viajou em casal,"Brasil",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,VCR1984,2015-06-18,2015-06-18,5.0,"Ótima opção no centro da cidade.","Hospedagem muito boa! Os donos da pousada e os demais colaboradores são muito atenciosos e prestativos! Café da manhã e chá da tarde muito bem preparados. Um pequeno museu ilustra desde a extração até a lapidação do diamante. Objetos antigos por toda parte resgatam um pouco da história mineira, são realmente várias relíquias. Além do mais a localização da pousada é excelente!",Viajou com a família,"Brasília, DF",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,ZeliaContagem_Brazil,2015-06-18,2015-06-18,4.0,"Uma Pousada Guardiã da História","Me encantei com a hospedagem nesta pousada. Optei por ficar na parte colonial e não me arrependi. Em cada canto um adorno, um objeto antigo, relíquias do tempo que alguns tiveram o cuidado de conservar . Existem espaços museus na própria pousada.Atendimento muito bom e um café da manhã bem mineiro. A tarde o chá e um leite queimadinho acompanhados de torradas e bolo. Localização excelente perto das principais atrações de Diamantina. Possui estacionamento, piscina e muitas salas e recantos agradáveis para sentarmos e jogarmos conversa fora.",Viajou em casal,"Contagem, Brazil",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,432beatrizg,2015-06-18,2014-08-18,5.0,"Excelente opção no centro histórico de Diamantina","Após algumas idas a Diamantina, acertei a pousada ideal para mim que tenho o sono leve. A pousada tem uma ala nova com aptos ótimos com isolamento acústico, o que não acontece na maioria das pousadas nesta cidade. Se for visitar Diamantina durante as vesperatas, com certeza vai haver muito barulho de hóspedes entrando e saindo, portas batendo, etc. Na Relíquias do tempo, ala nova, você estará livre destes incômodos. O apto é' bastante confortável.O café da manhã é' bom e tem um café, cha, com torradas 'a tarde, na beira do fogão a lenha , que é' uma delicia. Não troco está pousada por nenhuma outra. Detalhe: tem uma raia de piscina coberta, para quem quer manter o esporte em dia.",Viajou a trabalho,"São João del Rei, Minas Gerais, Brazil",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,vivianec185,2015-05-18,2015-05-18,5.0,"Emoção sem igual","Ainda estou sem palavras para definir todo o encanto e as emoções vivenciadas por mim durante a estadia na Pousada Relíquias do Tempo.
O nome condiz exatamente ao que a pousada significa: uma verdadeira viagem no tempo onde cada parte da mesma foi cuidadosamente decorada com peças e móveis que são verdadeiras relíquias. E o melhor: peças unicas, que de fato fizeram parte da história das pessoas...
O que dizer dos colaboradores? Pessoas simples, donas de grande humildade e muito carinho e simpatia. Uma simpatia espontânea, sempre atentos e prontos a nos atender com cortesia e espontaneidade.
Sobre os proprietários? Tive oportunidade de conversar com eles e pude perceber o carinho e o amor que dedicam a sua pousada. Pessoas de grande sabedoria e que prezam por seu patrimonio. Recebi uma grande aula de historia dentro desta pousada, seja pelas peças que ali estão e pelo conhecimento e paixão que nos são ofertados nesse lugar espetacular!
Uma delícia de café da manhã no fogão a lenha e o que dizer do chá das 17:30h com a chamada pelo toque do sino!
Foi especial e perfeita minha estadia. Ainda encho os olhos de lágrimas tamanha emoção que vivenciei.",indef,"Blumenau, SC",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Geth_Almeida,2015-05-18,2015-05-18,4.0,"Grande opção","Pousada muito legal em Diamantina, casarão antigo, todo restaurado, com muitos ambientes contendo reliquias de familia e da cidade. Serviço/atendimento perfeito, quase carinhoso. Na sexta à noite, os hóspedes são brindados pelo simpatissíssimo casal de proprietários com caldos deliciosos e música ao vivo. A carta de vinhos poderia ser mais ampla. Para manter a forma, há uma piscina de raia aquecida. Quartos simples mas muito limpos e confortáveis.",indef,"Nova Lima, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,306Paris5,2015-05-18,2014-12-18,5.0,"Historia e tradição cultural","A pousada é uma linda casa colonial de familia que foi toda restaurada para a pousada. O resgate cultural gastronômico e histórico é fantástico. Atendimento muito bom , os proprietários Carmem e Leonardo super atenciosos.
Tem um chá da tarde com quitandas diamantinenses divino!!!!!
E vários museus no hotel sobre a historia da cidade.",Viajou com a família,"Diamantina, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Matias_Ouvidor,2015-04-18,2015-04-18,3.0,"Belíssimo casarão!","O Casarão onde se localiza a pousada é extremamente bem localizada, na praça JK, no centro de Diamantina. O café da manhã é muito bom, assim como o atendimento de todos que lá trabalham, porém, peca em não ter uma lavanderia rápida, coisa que precisei e poderiam modernizar os colchões dos quartos da parte antiga, pois não corresponde ao valor cobrado.",Viajou a trabalho,"Foz do Iguaçu, PR",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,fernandaheitmann,2015-04-18,2015-04-18,5.0,"Charmosa","Diamantina já é um destino sensacional em Minas Gerais. Somado à hospitalidade da Pousada Relíquias do tempo, a visita se torna imperdível. Localizada num casarão colonial, muito bem preservado pelos donos, a pousada tem quartos muito confortáveis, café da manhã é muito gostoso, os funcionários são extremamente simpáticos e solícitos. Além disso tudo, a pousada ainda conta com um pequeno museu, muito bem montado, que nos foi apresentado pela própria dona da pousada, a Sra. Carmem, que fechou com chave de ouro nossa estada.",Viajou com amigos,"Belo Horizonte, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,quelfranco,2015-04-18,2015-04-18,5.0,"Aconchegante e cheia de história pra contar","Decoração e objetos são um show à parte. Quartos confortáveis, café da manhã delicioso. Pudemos desfrutar também de saborosos caldos e chá da tarde. A proprietária é muito atenciosa. Fez um tour com a gente explicando a decoração e um pequenos museu do diamante que fica dentro da pousada. Super recomendo!",indef,"Belo Horizonte, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,silrm88,2015-04-18,2014-07-18,4.0,"Um charme","Relíquias do tempo é uma pousada charmosíssima! No interior, a decoração e as diversas antiguidades realmente fazem você se sentir em outra época (o nome não é à toa!)
A pousada é super confortável e o atendimento é excelente. Os proprietários adoram contar histórias do lugar.
A localização também é ótima, poucos minutos da Sé, de restaurantes e lojas.
Há quartos na área antiga do casarão e há quartos na ala mais moderna. Eu particularmente gosto de ficar em quartos na área antiga, para aproveitar melhor o clima.
O café da manhã é bem servido e à tarde há um café mais simples, mas que não deixa de ser bacana!
Recomendo e certamente é minha opção quando voltar a Diamantina!",Viajou com a família,"Pouso Alto, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,FabienneP560,2015-02-18,2015-02-18,5.0,"Relíquias do Tempo é parte imperdível da viagem à Diamantina!","Fui a Diamantina com meu marido e meus gêmeos de 6 anos.
A intenção era ficar apenas por 3 dias e acabamos ficando 5. A cidade é uma graça, com muita história e várias opções de passeios ecoturísticos. Mas, o mais cativante foi a pousada! Uma incrível surpresa!
Uma pousada cheia de história, repleta de cantinhos charmosos, com pequenos museus super interessantes, como o dos bonecos de pano que contam sobre as procissões mineiras; como o do garimpo (do diamante) no séc. XX, como o pequeno e interessante acervo sobre JK. Pinturas lindas nas paredes!
E o mais gostoso: o papo que rola nos salões da pousada durante o café-da-manhã e o chazinho da tarde, impulsionado pelo simpático casal proprietário.
Relíquias do tempo tem todo o melhor das Minas: conforto, história e afeto!",Viajou com a família,"Petrópolis, RJ",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Mariliagi,2015-02-18,2015-01-18,5.0,"Um sonho","Delícia de pousada numa cidade maravilhosa. Além das instalações confortáveis e do serviço de qualidade, impecável em todos os aspectos, a edificação é ela própria um patrimônio histórico e arquitetônico. E os proprietários são especiais. Momento mais que sublime é escutar a Sra. Carmen contando sobre o ciclo do diamante, a vida na cidade em tempos diversos, a partir de objetos do próprio acervo da pousada. Enfim, essa hospedagem é parte da experiência turística de Diamantina, uma experiência, por inúmeras razões, inesquecível.",Viajou com a família,"Cristais Paulista, SP",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Roanna2014,2015-01-18,2015-01-18,5.0,"Me senti em casa! ","Excelente localização e atendimento. Café da manhã simples, mas uma delícia. O café da tarde, lembra café na casa de vó. Quartos aconchegantes e a ducha para banho muito boa. Na parte colonial (mais antiga) sugestão de quarto o 5 ou 6. São mais silenciosos, Me senti muito bem!",indef,"Curvelo, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,rog_rioaa,2015-01-18,2015-01-18,4.0,"SURPREENDENTE","Foi surpreendente nossa estadia neste último final de semana. Ambientes e pessoas agradáveis e destaco a atenciosíssima Carmem Lúcia pela sua hospitalidade. Acredito estarem com um riquíssimo acervo que nos levam ao passado e recomento a pessoas sensíveis e àquelas que queiram se sentir em casa. Ali se reporta ao passado de Diamantina pelos garimpos, religiosidade e histórias de Juscelino. Em nada prejudica a hospedagem mas deveriam melhorar as fachadas.
Rogério, Eliete e filhos.",indef,"Brasília, DF",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,julianarochaa,2014-12-18,2014-12-18,5.0,"Nota 10.","Adorei estar na Pousada. Muito aconchegante, tudo organizado, limpo, café da manhã delicioso, quarto confortável e ótimo atendimento. A pousada oferece estacionamento, bem localizada e tem mostra cultural da cidade. Muito interessante.

Recomendo.",Viajou com amigos,"Belo Horizonte",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,LeonardoMello1967,2014-12-18,2014-12-18,4.0,"SENSACIONAL","Pousada excelente. Muito bem localizada com quartos muito confortáveis e preço justo. É a melhor pousada de Diamantina. Além disto, mostras culturais dentro da pousada também a diferenciam das demais.",Viajou com amigos,indef,-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,thdiniz,2014-12-18,2014-12-18,4.0,"Aconchegante","Recepção calorosa e hospitalidade sem igual, típica do mineiro interiorano. Um lugar especial, rústico, muito aconchegante e com o conforto necessário para um estadia confortável enquanto descansa dos passeios, andanças pelos morros de Diamantina, ou do trabalho.",Viajou a trabalho,indef,-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,RosarioPaim,2014-11-18,2013-12-18,5.0,"Reliquia do tempo","O nome não poderia estar melhor.Assenta que nem uma luva.Um lindo Casarão histórico bem no meu de Diamantina de fácil acesso a toda a zona histórica.A decoração é um mimo,dum bom gosto que não tem par.Quando entramos ficamos com a sensação que andámos para trás no tempo.Café da manhã 5 estrelas , um mingau de fubá inesquecível.",Viajou com a família,"Lisboa, Portugal",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,196adelaidev,2014-10-18,2014-10-18,4.0,"Volta ao tempo","A pousada está localizada no Centro Histórico de Diamantina, em um casarão histórico. A decoração procura preservar o mobiliário da época, fotos e objetos te remetem ao passado com charme e elegância. O atendimento é cordial, e prestativo. A tarde oferecem um chá, mas que é um verdadeiro lanche, e proporciona integração entre os hóspedes.",indef,"Brasilia, Brazil",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,ffbarreto,2014-09-18,2014-09-18,5.0,"CHARME E SIMPATIA","A Pousada tem uma excelente localização, no centro histórico, de onde você acessa com facilidade os principais atrativos da cidade. Há quartos localizados no casarão antigo e na ala contemporânea, estes mais amplos e confortáveis. Decorada com muito bom gosto, caminhar por seus ambientes se torna um agradável passeio, que por vezes nos remete ao passado da histórica cidade. Todos os funcionários, sem exceção, são corteses e solícitos, o que me faz acreditar que se espelham nos proprietários Leonardo e Carmen, exemplos de solicitude e preocupação com o bem estar de seus hóspedes. O café da manhã, o chá da tarde e a noite de caldos com seresta são especiais. Recomendo.",Viajou com amigos,"Brasília, DF",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,LucieneLongo,2014-09-18,2014-09-18,4.0,"Muito boa, mas já precisa de alguma reforma","Sempre me hospedo nessa pousada desde 2000. O ambiente é super agradável, a pousada fica em um casarão. Há mais ou menos 2 anos inauguraram um ala nova, porém a parte antiga já precisa de alguma reforma. O café da manhã é muito bom, com destaque para o mingau de fubá com canela servido no fogão a lenha.",Viajou a trabalho,"Belo Horizonte, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,966j_ssicar,2014-09-18,2014-06-18,5.0,"Sem palavras....isso é um descanso merecido.","Adorei essa pousada...estive ai na Vesperata em junho 2014. A preservação, o carinho com os detalhes, a atenção dos funcionários, inclusive o atendimento de um funcionário chamado Brayan, muito atencioso, prestativo e educado.
Com certeza voltarei.. e indico.
Meu marido e eu amamos.",Viajou com a família,"Natal, RN",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,mesquitta2016,2014-07-18,2013-08-18,5.0,"Ótima localização","Uma das melhores pousadas de Diamantina. Bom atendimento, bem localizada, limpa, com sacadas que tem ótima vista da cidade. Café da manhã de primeira, delicioso. Bom custo benefício. Recomendo a todos.",Viajou em casal,"Uberlândia, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,manoelpadilhac,2014-07-18,2014-07-18,5.0,"Aconchegante","Excelente pousada em Diamantina, Dona Carmen Lúcia, Sr Leonardo e sua equipe são muito receptivos, limpa, organizada, com moveis de época e da família desde 1800.
Nos hospedamos na área nova, tudo de bom. O café da manhã e o chá da tarde são especiais. Vale a pena!!!",indef,"Cuiabá, MT",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,Malusapori,2014-07-18,2014-07-18,5.0,"Excelente, serviço de primeira","Experiência super agradável, passamos o fim de semana em Diamantina e essa pousada nos acolheu muito bem, sentimos em casa. Super aconchegante, limpa e organizada.Excelente localização, no centro histórico de Diamantina. A pousada é dividida em duas partes uma antiga e outra contemporânea. Ficamos na parte antiga e foi maravilhoso, sentimos de volta no tempo, com muito conforto. Super recomendo e com certeza todas as vezes que a gente voltar a Diamantina hospedaremos lá.",Viajou com amigos,"Montes Claros, MG",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,681deborahm,2014-07-18,2014-06-18,5.0,"pousada aconchegante","Excelente pousada em Diamantina, com ótima localização, cafe da manhã e chá da tarde delicioso. Os quartos sao muito limpos e bem decorados. A pousada ainda possui um museu com itens do presidente JK além de itens da época do garimpo. Vale a pena conhecer!!!",Viajou com amigos,"Vitória, ES",-18.243467330932617,-43.598045349121094
"Pousada Relíquias do Tempo",2661716,hotel-review,brunellapim,2014-06-18,2014-06-18,5.0,"pousada maravilhosa","pousada muito bem localizada, com excelente café da manha e chá da tarde, decoração colonial. a posada possui um museu com peças que contam a históricas, como o ultimo pijama usado pelo Presidente JK, doado pela esposa, entre outras coisas. vale a pena conhecer.",Viajou com amigos,"Vitória, ES",-18.243467330932617,-43.598045349121094
